key,sym,family,mode,w,k,exit,is_days,is_sharpe,is_gross_sharpe,is_ann_ret,is_ann_vol,is_max_dd,is_t_stat,is_trades,is_trades_py,is_avg_bps,is_avg_gross_bps,is_hit,oos_days,oos_sharpe,oos_gross_sharpe,oos_ann_ret,oos_ann_vol,oos_max_dd,oos_t_stat,oos_trades,oos_trades_py,oos_avg_bps,oos_avg_gross_bps,oos_hit,full_days,full_sharpe,full_gross_sharpe,full_ann_ret,full_ann_vol,full_max_dd,full_t_stat,full_trades,full_trades_py,full_avg_bps,full_avg_gross_bps,full_hit,is_sharpe_0x,oos_sharpe_0x,full_sharpe_0x,is_sharpe_2x,oos_sharpe_2x,full_sharpe_2x,dir
XTIUSD|eia_fade|w15|k2|T+60,XTIUSD,C_eia,fade,15,2.0,T+60,2008,0.06784890325290396,0.3642222065099277,0.0017375845386286423,0.02560961865738446,-0.05870716085783778,0.19152453461533928,87,10.918326693227092,1.5914384936901638,8.59143849369016,0.45977011494252873,1840,-0.4042053778884849,-0.17375888755242114,-0.012216084076138039,0.030222467944274366,-0.1620115003496272,-1.0922215184385076,73,9.997826086956522,-12.218740324034568,-5.218740324034572,0.4246575342465753,3848,-0.17680319608114145,0.08608604714849855,-0.004934647855126737,0.02791039961100051,-0.1877872213909456,-0.690887559811168,160,10.478170478170478,-4.709455591896747,2.2905444081032513,0.44375,0.3642222065099277,-0.17375888755242114,0.08608604714849855,-0.23009765061441567,-0.6285388126960614,-0.43637662766347013,
XTIUSD|eia_fade|w15|k2|14:30,XTIUSD,C_eia,fade,15,2.0,14:30,2008,0.367866750337279,0.49204948108412544,0.022220325779721252,0.060403191534294756,-0.11653635167197018,1.0384177898378784,87,10.918326693227092,20.351402191972383,27.35140219197239,0.45977011494252873,1840,-0.6457611200421804,-0.5455948292388403,-0.04370883205094287,0.06768575978697489,-0.35885126646365795,-1.7449401459364275,73,9.997826086956522,-43.71833603703787,-36.71833603703787,0.3561643835616438,3848,-0.14535911614028763,-0.03080804976484937,-0.009305051145544337,0.06401422485648534,-0.4180066151659365,-0.5680146472034473,160,10.478170478170478,-8.88041587501354,-1.880415875013544,0.4125,0.49204948108412544,-0.5455948292388403,-0.03080804976484937,0.24215609853923986,-0.7440189374686081,-0.25938818103844796,
XTIUSD|eia_pre|long|09:00->T-1,XTIUSD,C_eia,pre,0,0.0,T-1,2008,-0.9632599032290059,-0.37314154510440106,-0.05093721540670597,0.052880032933952756,-0.35282743320953325,-2.7190992902550115,416,52.20717131474103,-9.756746846064711,-3.7567468460647113,0.4495192307692308,1840,-0.10092757511364216,0.5837730009087018,-0.004629294040478498,0.045867485028407935,-0.13973341544051843,-0.2727209368633172,383,52.45434782608696,-0.882537717526673,5.117462282473326,0.4621409921671018,3848,-0.5797604207381479,0.052504699062859525,-0.028794134503936072,0.04966557473391429,-0.43715394375910077,-2.2655091719894496,799,52.32536382536382,-5.502901919619069,0.4970980803809311,0.4555694618272841,-0.37314154510440106,0.5837730009087018,0.052504699062859525,-1.5382860849774311,-0.7834942619069168,-1.2016297919928793,long
XTIUSD|eia_pre|short|09:00->T-1,XTIUSD,C_eia,pre,0,0.0,T-1,2008,-0.22296451153299765,0.37314154510440106,-0.011711390170983271,0.052525803727514024,-0.17963104990348955,-0.6293863608659895,416,52.20717131474103,-2.24325315393529,3.7567468460647113,0.44471153846153844,1840,-1.256252188739606,-0.5837730009087018,-0.05831592335082584,0.04642055462552788,-0.3563432357277433,-3.3945755009361047,383,52.45434782608696,-11.117462282473323,-5.117462282473326,0.4073107049608355,3848,-0.6838188907490539,-0.052504699062859525,-0.03399630208650051,0.04971535964626691,-0.4275532139792688,-2.672134753523192,799,52.32536382536382,-6.4970980803809315,-0.4970980803809311,0.4267834793491865,0.37314154510440106,-0.5837730009087018,-0.052504699062859525,-0.8154830672998611,-1.9033967893223163,-1.3029198856167283,short
XNGUSD|eia_cont|w5|k0|T+60,XNGUSD,C_eia,cont,5,0.0,T+60,2006,-0.9540434750365725,0.2737135894493881,-0.08545305641485632,0.08956935260374853,-0.5292704458924149,-2.6917415574376404,380,47.73678963110668,-17.900880447807193,5.0991195521928,0.43157894736842106,1840,-1.5155120478974446,0.14411018694653308,-0.10055927395805417,0.06635333193000063,-0.5317835860549757,-4.095133218695246,349,47.797826086956526,-21.03846182776409,1.9615381722359055,0.40114613180515757,3846,-1.168637501787096,0.21911517351633045,-0.09268015997166443,0.0793061662234326,-0.7725547708384243,-4.56545628133242,729,47.765990639625585,-19.40295987387709,3.5970401261229012,0.4170096021947874,0.2737135894493881,0.14411018694653308,0.21911517351633045,-2.1120211607624353,-2.9819702008867175,-2.4490042759070616,
XNGUSD|eia_cont|w5|k0|14:30,XNGUSD,C_eia,cont,5,0.0,14:30,2006,-0.5377461732645624,0.10767680330381524,-0.09151347610036409,0.17017968820642998,-0.5918063848089374,-1.5171989115839786,380,47.73678963110668,-19.170429517265074,3.8295704827349177,0.4631578947368421,1840,-1.030872490057908,-0.07509169414056083,-0.11848828931513815,0.11493981113850676,-0.6491132343656669,-2.785566887529553,349,47.797826086956526,-24.78947245416088,-1.7894724541608937,0.4383954154727794,3846,-0.7134357670326779,0.03735049742625374,-0.1044187429529861,0.14636039819994526,-0.8408699599357781,-2.7871429754270767,729,47.765990639625585,-21.860478879372945,1.1395211206270464,0.4513031550068587,0.10767680330381524,-0.07509169414056083,0.03735049742625374,-1.1719158798299376,-1.9403900262794391,-1.4441674086928862,
XNGUSD|eia_fade|w5|k0|T+20,XNGUSD,C_eia,fade,5,0.0,T+20,2006,-1.7554670469413116,-0.05796378642885136,-0.11344106513909354,0.06462158622501678,-0.6035575903256266,-4.952880792757503,380,47.73678963110668,-23.763865566940435,-0.76386556694044,0.38421052631578945,1840,-2.2321901492508904,0.3433577294238742,-0.09581857028718117,0.042925810025340946,-0.5239988797199071,-6.031701327167677,349,47.797826086956526,-20.046637709602653,2.9533622903973504,0.3209169054441261,3846,-1.8985788191258959,0.09052420898773897,-0.10501012636438768,0.05530985877780637,-0.8102894276103605,-7.417080644877454,729,47.765990639625585,-21.984287347172412,1.015712652827583,0.35390946502057613,-0.05796378642885136,0.3433577294238742,0.09052420898773897,-3.220810831630293,-4.195571387607413,-3.55385567283053,
XNGUSD|eia_fade|w5|k0|T+35,XNGUSD,C_eia,fade,5,0.0,T+35,2006,-1.7320247063799927,-0.3414815685040265,-0.1359278860317678,0.07847918423511582,-0.6694497165266451,-4.8867404920861,380,47.73678963110668,-28.47445064533482,-5.474450645334823,0.39210526315789473,1840,-1.9754887544932924,-0.01839832589295331,-0.11093337779177363,0.05615490219291467,-0.5774676359382007,-5.338056951053566,349,47.797826086956526,-23.208875146320942,-0.20887514632094814,0.32951289398280803,3846,-1.8043645500415932,-0.21118309358320608,-0.12397003497571235,0.06870564763248906,-0.8603318072827053,-7.049018584636951,729,47.765990639625585,-25.953619576533935,-2.953619576533942,0.36213991769547327,-0.3414815685040265,-0.01839832589295331,-0.21118309358320608,-2.9644195704914074,-3.5961820141537153,-3.18570869768768,
XNGUSD|eia_fade|w5|k0|T+60,XNGUSD,C_eia,fade,5,0.0,T+60,2006,-1.480899829644508,-0.2737135894493881,-0.13413617588823445,0.0905774808012734,-0.6696746242888613,-4.178215897030936,380,47.73678963110668,-28.099119552192793,-5.0991195521928,0.40789473684210525,1840,-1.7839992470388626,-0.14411018694653308,-0.11931072604194581,0.06687823789162549,-0.5951656862248821,-4.820624546543053,349,47.797826086956526,-24.9615381722359,-1.9615381722359055,0.3467048710601719,3846,-1.5858621300307785,-0.21911517351633045,-0.1270433969706133,0.08010998848187871,-0.8662729532014734,-6.195406370071509,729,47.765990639625585,-26.597040126122888,-3.5970401261229012,0.3786008230452675,-0.2737135894493881,-0.14411018694653308,-0.21911517351633045,-2.5842874903029207,-3.2029701151675054,-2.812299541072237,
XNGUSD|eia_fade|w5|k0|14:30,XNGUSD,C_eia,fade,5,0.0,14:30,2006,-0.7508253622971078,-0.10767680330381524,-0.12807575620272654,0.1705799545860918,-0.7248712931526491,-2.11838127187634,380,47.73678963110668,-26.829570482734905,-3.8295704827349177,0.4394736842105263,1840,-0.884179263873217,0.07509169414056083,-0.10138171068486182,0.11466194110994105,-0.5454690929773112,-2.3891805279886125,349,47.797826086956526,-21.210527545839096,1.7894724541608937,0.3868194842406877,3846,-0.78706887821869,-0.03735049742625374,-0.11530481398929154,0.14649901321247985,-0.8639236174767908,-3.074801680084555,729,47.765990639625585,-24.139521120627034,-1.1395211206270464,0.41426611796982166,-0.10767680330381524,0.07509169414056083,-0.03735049742625374,-1.3784064525109319,-1.8033962021820977,-1.5147448162170394,
XNGUSD|eia_cont|w5|k1|T+60,XNGUSD,C_eia,cont,5,1.0,T+60,2006,-0.28223240944064715,0.574889128981993,-0.017637743012176858,0.06249368400720839,-0.17420536240563178,-0.796291495330465,186,23.365902293120637,-7.548496433356109,15.451503566643884,0.4838709677419355,1840,-1.1327369951123127,0.06708023132899933,-0.0541956588072169,0.04784487400082074,-0.3379546957182614,-3.060819544895739,182,24.92608695652174,-21.742545832304003,1.2574541676959936,0.38461538461538464,3846,-0.6276110139280624,0.3650352547850224,-0.035127749528784676,0.05597057532328627,-0.4327873688008005,-2.4518558076303214,368,24.112324492979717,-14.568379560009687,8.431620439990308,0.43478260869565216,0.574889128981993,0.06708023132899933,0.3650352547850224,-1.1159411051450414,-2.1735409602644498,-1.5548542900386597,
XNGUSD|eia_cont|w5|k1|14:30,XNGUSD,C_eia,cont,5,1.0,14:30,2006,-0.20970164030222654,0.22985218837261537,-0.02563663413453076,0.12225290225475915,-0.329449499073897,-0.5916529326325562,186,23.365902293120637,-10.971814318541707,12.028185681458277,0.489247311827957,1840,-0.982437674532856,-0.2963265168199665,-0.0815254126064249,0.08298278325410294,-0.5067598871190651,-2.6546889956162585,182,24.92608695652174,-32.70686359580975,-9.706863595809752,0.4175824175824176,3846,-0.4973403028671385,0.029416081012759877,-0.05237489528593097,0.10530997585354072,-0.6009241937721854,-1.9429338920001593,368,24.112324492979717,-21.721213689364486,1.2787863106355022,0.453804347826087,0.22985218837261537,-0.2963265168199665,0.029416081012759877,-0.6445844189982974,-1.620399896001184,-1.0089115365476296,
