name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,lag,cost_mult
crack321_z250,1991-10-29,2024-03-28,32.4,0.035207412899010464,0.031397141571704035,0.0925894750007995,0.38025286241990736,0.4674586709611304,-0.3461869683049493,0.09069417524707893,-0.28861570289351873,2.163800919209423,0.5121323529411764,6.701381605356436,0.009542682385932961,0.4831813831549628,0.30039266715454255,1.0,XTIUSD,fut,0.2862911003676765,0.46996448868320473,0.44,0.4,0.28,0.44,5.0,
crack321_z250,1990-08-23,2024-03-28,34.1,0.05152795895621401,0.04844303959904894,0.09183900752372628,0.5610683340943329,0.698379801366399,-0.36993560135628434,0.13094992593695662,-0.023630846684398462,3.2759506256463014,0.509881899252832,5.352035933922609,0.007874638285086787,0.6466654690981062,0.2439589844981732,0.9658945407985101,XBRUSD,fut,0.43201104786221445,0.6879960434246725,0.76,0.38,0.5,0.69,5.0,
crack321_z250,1990-08-23,2024-03-28,34.4,0.0429788008127826,0.03980828172213946,0.08873203929663935,0.4843662013571054,0.5919252572527961,-0.3533815901277113,0.11264956306227734,-0.20003454251000843,2.8394387603333326,0.51643360822278,,,,,,PORT,fut,0.35820732525975907,0.6098872578157631,0.64,0.36,0.41,0.63,5.0,
crack321_z250,1991-10-29,2024-03-28,32.4,0.03743989022851065,0.0335035965601147,0.09465053447540135,0.3955592056190752,0.4824761727059648,-0.2742374984844348,0.12217000499665914,-0.20928194611872855,2.250900538324244,0.5154411764705882,6.716105061650664,0.009537272690268803,0.4961822893125551,0.3000702251004426,1.0,XTIUSD,fut,0.31838938275260537,0.4697366451119907,0.29,0.57,0.22,0.56,10.0,
crack321_z250,1990-08-23,2024-03-28,34.1,0.04593383284772537,0.04234165437700943,0.0944116870376432,0.4865269786929126,0.5880905717102552,-0.27055781256338307,0.15649762235969486,-0.22475870443506873,2.840720574287264,0.5138068250331604,5.347916483272336,0.007866537236917914,0.5697334641535651,0.24360334343199602,0.9653125363752765,XBRUSD,fut,0.3422076879556844,0.6263629765430178,0.52,0.46,0.43,0.61,10.0,
crack321_z250,1990-08-23,2024-03-28,34.4,0.04121655017396832,0.03776473324842233,0.09099788351387775,0.4529396573018375,0.5435308882763373,-0.26117649832340484,0.1445946840196154,-0.2821648552795595,2.6552109033031885,0.5180578808897393,,,,,,PORT,fut,0.3293015654172057,0.5753433667038987,0.45,0.49,0.33,0.65,10.0,
crack_gasoline_z250,1991-10-29,2024-03-28,32.4,0.04360445048375875,0.040638133862741066,0.08679425059083258,0.5023886972573776,0.6414024144069852,-0.2894200513096572,0.1404122958269446,-0.07032046592133277,2.8588058956555717,0.5057598039215686,5.853037394330884,0.009119054646573914,0.6072644964531846,0.29408432594434325,1.0,XTIUSD,fut,0.40418212797171393,0.5973722901752282,0.51,0.58,0.35,0.64,,
crack_gasoline_z250,1990-08-23,2024-03-28,34.1,0.05787200428419003,0.05569338118214895,0.08568236221541682,0.6754249391338224,0.8716628662590549,-0.29017054614838333,0.19193326793984544,0.12903350062552452,3.9436528805429685,0.5046976632136835,4.679147885804938,0.0075252281048443495,0.7630991192916294,0.239312382214021,0.9663601443370969,XBRUSD,fut,0.5964168595251348,0.7541462380374612,0.83,0.66,0.48,0.83,,
crack_gasoline_z250,1990-08-23,2024-03-28,34.4,0.04996034515548424,0.047604426161780955,0.08307214828622286,0.6014090906057612,0.7644532059982233,-0.27526441584517836,0.17294071961904411,-0.00032049423947092405,3.52556449623912,0.5099749133914706,,,,,,PORT,fut,0.506134875383505,0.6974575208826141,0.71,0.6,0.42,0.78,,
crack_heating_z250,1991-10-29,2024-03-28,32.4,0.02770259876004994,0.02359047619807031,0.09366110419010312,0.2957748469826089,0.3683005581090685,-0.29547398235325073,0.07983943631919162,0.09000394444143392,1.6830849916739243,0.5075980392156862,6.207009304550578,0.009566925023635217,0.39782566019776794,0.3065015466288156,1.0,XTIUSD,fut,0.12946964691663698,0.4317116914945339,0.14,0.26,0.17,0.79,,
crack_heating_z250,1990-08-23,2024-03-28,34.1,0.03238417889887074,0.02844460153988937,0.09318587507287775,0.34752239943600993,0.43352856494448055,-0.37649423883929223,0.07555122656745629,0.4314183836100821,2.029104393667473,0.5049385690195134,4.933210051181684,0.007900724900906401,0.43221370964242495,0.25060117106417945,0.9663601443370969,XBRUSD,fut,0.1328372009220246,0.5283235527509397,0.4,0.07,0.26,0.9,,
crack_heating_z250,1990-08-23,2024-03-28,34.4,0.029399561861406097,0.02566884345450804,0.09007767204666647,0.3263801249900762,0.4023641005109193,-0.3618085645569763,0.07094592546734975,0.2652326410536998,1.913296953632839,0.5085413929040736,,,,,,PORT,fut,0.12250485755414531,0.4999988142057377,0.29,0.14,0.21,0.9,,
crack_321_pct_z250,1991-10-29,2024-03-28,32.4,0.045174220700612444,0.042343719033322236,0.08599932650484622,0.5252857497444099,0.6649542413831397,-0.37419033396719104,0.11316091087760415,-0.11764972419809841,2.989099887141468,0.513235294117647,6.695566582819813,0.009283564397404978,0.6330583109094793,0.290472644228104,1.0,XTIUSD,fut,0.3346465400959905,0.7028664585509307,0.61,0.31,0.56,0.79,,
crack_321_pct_z250,1990-08-23,2024-03-28,34.1,0.05900481958921399,0.056960325928268496,0.08489024212180248,0.6950718729786695,0.8869696214504356,-0.3468800361176171,0.16420756456838836,0.07248326306622904,4.0583668668971455,0.5133702722235606,5.347986169266368,0.007712487586516491,0.7857614978338525,0.23753482468865178,0.9663601443370969,XBRUSD,fut,0.5818473121418593,0.8055792743371747,0.98,0.43,0.64,0.86,,
