bot,series,config,n_starts,first_start,last_start,p_stop_out,p_loss_ge_50pct,p_final_loss,mean_2y_ret,median_2y_ret,p05_2y_ret,worst_2y_ret,best_2y_ret,median_win_rate,median_trades,median_max_dd,p_stop_given_profitable_year1,share_profitable_year1,median_seq_win_rate,step,size,depth,full_exposure_x
grid,"WTI (Dec, CRUDE_W)",step1.5%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.92,0.8266666666666667,0.9093333333333333,-0.4805134670612009,-0.6447741245205054,-0.7174719750383367,-0.7905673597217395,2.1956621753213676,1.0,25.0,-0.7236138825891585,0.79,0.26666666666666666,,0.015,1.0,10,10.0
grid_hedged,"WTI (Dec, CRUDE_W)",step1.5%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.984,0.9813333333333333,0.9893333333333333,-0.6310486627722091,-0.6528804844624019,-0.7084898862423921,-0.789271080426108,0.5773663932902351,1.0,18.0,-0.6631244058329087,0.9375,0.042666666666666665,,0.015,1.0,10,10.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.064,0.5493333333333333,-0.040381453908109766,-0.017170346532627168,-0.43061249920333233,-0.675913847415156,0.637460834924412,0.5174418604651163,182.0,-0.20442585273759972,0.0,0.49866666666666665,0.9767441860465116,0.015,0.25,4,4.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.17866666666666667,0.5813333333333334,-0.08508995096911498,-0.05484244367283897,-0.5827603690398793,-0.7356189196155267,0.637460834924412,0.5174418604651163,182.0,-0.3444816781286022,0.0,0.5466666666666666,1.0,0.015,0.25,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base0.5x_k4,375,1991-01-02,2022-03-01,0.0,0.24533333333333332,0.5786666666666667,-0.05616947527573024,-0.046988303135580556,-0.7104298913324059,-0.8785803419005919,1.2726583846432393,0.5174418604651163,182.0,-0.3795228354514365,0.0,0.49066666666666664,0.9767441860465116,0.015,0.5,4,8.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base0.5x_k8,375,1991-01-02,2022-03-01,0.0,0.2986666666666667,0.584,-0.10232057428116936,-0.1287784968892579,-0.7591211385941292,-0.9248067292691619,1.2726583846432393,0.5174418604651163,182.0,-0.4938241975726678,0.0,0.4666666666666667,1.0,0.015,0.5,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base1.0x_k4,375,1991-01-02,2022-03-01,0.0,0.48533333333333334,0.5973333333333334,-0.057963602809336545,-0.11666189865780674,-0.9068037036818097,-0.985490902597651,2.420328713853619,0.5174418604651163,182.0,-0.5789402013922988,0.0,0.4746666666666667,0.9767441860465116,0.015,1.0,4,9.0
martingale,"WTI (Dec, CRUDE_W)",step1.5%_base1.0x_k8,375,1991-01-02,2022-03-01,0.0,0.5306666666666666,0.6506666666666666,-0.12297755384686604,-0.26472390214984154,-0.9200010350291509,-0.9945154438992355,2.420328713853619,0.5174418604651163,182.0,-0.6254173920978416,0.0,0.44266666666666665,1.0,0.015,1.0,8,9.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.2853333333333333,0.6186666666666667,0.6,-0.16885418794655527,-0.16150568474342242,-0.9057136945733149,-0.9347407007304825,1.1113181273882202,1.0,17.0,-0.7180062882063294,0.09090909090909091,0.49866666666666665,,0.015,1.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6853333333333333,0.7733333333333333,0.7386666666666667,-0.26513468634206916,-0.740544365784545,-0.7838890030377007,-0.8175721236588389,2.2226362547764267,1.0,11.0,-0.7649937783262516,0.34838709677419355,0.41333333333333333,,0.015,1.0,6,6.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.2693333333333333,0.6213333333333333,0.5653333333333334,-0.18949844519371561,-0.10019040978035454,-0.9029020276438783,-0.9161490479787733,0.7272420665629857,1.0,22.0,-0.7326274217611222,0.09090909090909091,0.5573333333333333,,0.015,1.5,6,3.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6773333333333333,0.744,0.72,-0.30996725595674013,-0.738940179828413,-0.7713917920400514,-0.849373795979868,1.4544841331259581,1.0,16.0,-0.7504645943863908,0.3583815028901734,0.4613333333333333,,0.015,1.5,6,6.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.272,0.6293333333333333,0.5786666666666667,-0.21940418290424035,-0.12935296906687288,-0.9016200924915448,-0.9090885813674457,0.6798305307419188,1.0,25.0,-0.7305622517250874,0.10185185185185185,0.576,,0.015,2.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step1.5%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6746666666666666,0.7413333333333333,0.7253333333333334,-0.3428470141526996,-0.7384103710556333,-0.7647408951779342,-0.8964488170614495,1.2410670256906857,1.0,19.0,-0.748518059905835,0.36363636363636365,0.4693333333333333,,0.015,2.0,6,6.0
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.048,0.22933333333333333,0.512,-0.036167320894684774,-0.008580710001383718,-0.7941434098424791,-0.9698814013117114,0.8588361080680094,1.0,23.0,-0.3682906847744122,0.04830917874396135,0.552,,0.03,0.25,5,1.25
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.21066666666666667,0.43466666666666665,0.9866666666666667,-0.45643950231747854,-0.41150716063549886,-0.8847383655375225,-0.9050652784336018,0.07064038365316216,1.0,37.0,-0.46643095569400916,0.0,0.096,,0.03,0.25,5,1.25
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.22133333333333333,0.42133333333333334,0.48533333333333334,-0.09879130442707595,0.0328691960407419,-0.932114953196755,-0.9445722224458359,0.9048655719740446,1.0,32.0,-0.5125005220737213,0.09251101321585903,0.6053333333333333,,0.03,0.25,10,2.5
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.5386666666666666,0.7093333333333334,0.9173333333333333,-0.5554971790436214,-0.8049919110896011,-0.9336418908311623,-0.9501212668014667,0.4379444580438727,1.0,38.0,-0.8106406649213493,0.1509433962264151,0.14133333333333334,,0.03,0.25,10,2.5
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.25866666666666666,0.5626666666666666,0.5413333333333333,-0.06585087792581668,-0.06478799197884,-0.9275003837282365,-0.9341186624485999,1.7176722161360196,1.0,22.0,-0.665567732425606,0.11707317073170732,0.5466666666666666,,0.03,0.5,5,2.5
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.5653333333333334,0.76,0.9866666666666667,-0.6418264136077065,-0.81195032113585,-0.9313895079192451,-0.9486409794321946,0.14128076730632122,1.0,27.0,-0.8183244402054078,0.19444444444444445,0.096,,0.03,0.5,5,2.5
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.536,0.6613333333333333,0.6373333333333333,-0.1949326746411475,-0.6804174711202595,-0.8269624317002735,-0.8755325469636642,1.809731143948094,1.0,23.0,-0.8158136582679972,0.3397129186602871,0.5573333333333333,,0.03,0.5,10,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.7733333333333333,0.9093333333333333,0.92,-0.6007452563679117,-0.7286241454623933,-0.8320548690498443,-0.8583171699822453,0.8569671389683564,1.0,25.0,-0.7378295250720464,0.509090909090909,0.14666666666666667,,0.03,0.5,10,5.0
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.656,0.7253333333333334,0.7173333333333334,-0.12819918622696125,-0.7466490249468818,-0.8068675304339934,-0.8521019117276922,3.4353444322720437,1.0,16.0,-0.8098876265646249,0.42021276595744683,0.5013333333333333,,0.03,1.0,5,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.88,0.9493333333333334,0.9786666666666667,-0.6720002095053859,-0.7014469174381891,-0.821058293216684,-0.842006886366743,0.8464768755363132,1.0,15.0,-0.7313393164529096,0.5909090909090909,0.11733333333333333,,0.03,1.0,5,5.0
grid,"WTI (Dec, CRUDE_W)",step3.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.696,0.688,0.7253333333333334,-0.07124466468683699,-0.6624515154934434,-0.7712840979570816,-0.8521019117276922,3.58304740153012,1.0,16.0,-0.7710981441284539,0.45901639344262296,0.488,,0.03,1.0,10,10.0
grid_hedged,"WTI (Dec, CRUDE_W)",step3.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.9493333333333334,0.952,0.9706666666666667,-0.6450990600639234,-0.6896678772212472,-0.7670618948857192,-0.842006886366743,0.3587297126924005,1.0,15.0,-0.7053314165515472,0.7954545454545454,0.11733333333333333,,0.03,1.0,10,10.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.136,0.528,-0.035887043586034784,-0.016674722410399023,-0.5946108943235795,-0.9353039793996396,0.7588067432954713,0.5267857142857143,77.0,-0.2572849536527001,0.0,0.5786666666666667,0.9767441860465116,0.03,0.25,4,4.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.3466666666666667,0.512,-0.06249669657800527,-0.013828691361835732,-0.7268379885803948,-0.9966988266804959,0.7588067432954713,0.5267857142857143,77.0,-0.4073439904189122,0.0,0.6533333333333333,1.0,0.03,0.25,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base0.5x_k4,375,1991-01-02,2022-03-01,0.0,0.29333333333333333,0.5386666666666666,-0.06180051584808066,-0.05423166818892611,-0.9790262270527866,-0.9991818254975671,1.5176134865909416,0.5267857142857143,77.0,-0.4676351936598696,0.0,0.576,0.9767441860465116,0.03,0.5,4,8.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base0.5x_k8,375,1991-01-02,2022-03-01,0.0,0.464,0.528,-0.10155704034245139,-0.03514300271066917,-0.9938562993322726,-0.9996068384215563,1.5176134865909416,0.5267857142857143,77.0,-0.5642345784240425,0.0,0.5626666666666666,1.0,0.03,0.5,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base1.0x_k4,375,1991-01-02,2022-03-01,0.0,0.5546666666666666,0.5866666666666667,-0.02787450764206667,-0.17159263837029126,-0.9957335178322324,-0.999843564304638,3.035226973181884,0.5267857142857143,77.0,-0.6512589690508875,0.0,0.528,0.9767441860465116,0.03,1.0,4,9.0
martingale,"WTI (Dec, CRUDE_W)",step3.0%_base1.0x_k8,375,1991-01-02,2022-03-01,0.0,0.6,0.6106666666666667,-0.08942240441115612,-0.2234161871301783,-0.9979129891047372,-0.9998241938405433,3.035226973181884,0.5267857142857143,77.0,-0.720977997339248,0.0,0.5146666666666667,1.0,0.03,1.0,8,9.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.2693333333333333,0.5786666666666667,0.5493333333333333,-0.16895876460171,-0.08208596477799013,-0.9044777456660109,-0.9231302678021943,0.7497398007200906,1.0,18.0,-0.6750503459587884,0.09722222222222222,0.576,,0.03,1.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6293333333333333,0.72,0.7013333333333334,-0.2718029257827598,-0.7498172559824563,-0.7871767691482895,-0.8316727255127221,1.4982842385765465,1.0,14.0,-0.7856888235406374,0.3711340206185567,0.5173333333333333,,0.03,1.0,6,6.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.24533333333333332,0.52,0.4026666666666667,-0.15445521095516435,0.0682965080844995,-0.8992755815848885,-0.906286785402817,0.4550829597499857,1.0,26.0,-0.5895022524449007,0.09302325581395349,0.688,,0.03,1.5,6,3.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.5626666666666666,0.6373333333333333,0.6,-0.2658601667040368,-0.7378409149962821,-0.7544215980388106,-0.8497513691665554,0.9101659194999518,1.0,18.0,-0.7409323672449075,0.3244444444444444,0.6,,0.03,1.5,6,6.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.24266666666666667,0.456,0.35733333333333334,-0.16990865688785672,0.04819086391194416,-0.8978425932643197,-0.9039902915689224,0.3156725620312162,1.0,32.0,-0.41154675998375334,0.10752688172043011,0.744,,0.03,2.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step3.0%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.504,0.6133333333333333,0.5413333333333333,-0.2678728397091451,-0.736751202624037,-0.7472127994681994,-0.8977958298448805,0.6313451240624428,1.0,22.0,-0.7378015364160952,0.2644628099173554,0.6453333333333333,,0.03,2.0,6,6.0
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.042666666666666665,0.19466666666666665,0.43466666666666665,-0.008340819798184795,0.03754150908014653,-0.7031139542643368,-0.9721004774170273,0.8381460965953227,1.0,13.0,-0.31177895396921107,0.039473684210526314,0.608,,0.05,0.25,5,1.25
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.19733333333333333,0.408,0.896,-0.3786316243954523,-0.32654195745046233,-0.8819884726266263,-0.9029229765048551,0.18629196122406788,1.0,22.0,-0.4325560672358145,0.0,0.152,,0.05,0.25,5,1.25
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.12533333333333332,0.264,0.4026666666666667,-0.015937017891800243,0.06972152488535999,-0.9390519308227142,-0.95069518832053,0.8381460965953227,1.0,18.0,-0.3455382605312184,0.0502092050209205,0.6373333333333333,,0.05,0.25,10,2.5
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.39466666666666667,0.6213333333333333,0.808,-0.4182676171020525,-0.46063664191482323,-0.8576619602832397,-0.9570424944920423,0.4025185292535498,1.0,23.0,-0.6805544851865202,0.0,0.18666666666666668,,0.05,0.25,10,2.5
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.21866666666666668,0.47733333333333333,0.464,-0.015116864512655148,0.04487315596180119,-0.9317334022429351,-0.9443736598612086,1.676292193190649,1.0,13.0,-0.5860922231424559,0.08333333333333333,0.608,,0.05,0.5,5,2.5
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.496,0.696,0.896,-0.5331011609418113,-0.7760391366446228,-0.9354130870963927,-0.9517262717228407,0.37258392244813865,1.0,18.0,-0.8016245666366237,0.08771929824561403,0.152,,0.05,0.5,5,2.5
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.32266666666666666,0.5466666666666666,0.488,-0.03873096802873077,0.026579776818401957,-0.8753548955286169,-0.8917864678062386,1.676292193190649,1.0,14.0,-0.6320791021937978,0.1702127659574468,0.6266666666666667,,0.05,0.5,10,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.664,0.7706666666666667,0.84,-0.5185278441555309,-0.7452553836423145,-0.8577982741244949,-0.8854191838088806,0.7496866601799825,1.0,15.0,-0.7551428279216519,0.28169014084507044,0.18933333333333333,,0.05,0.5,10,5.0
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.6106666666666667,0.6746666666666666,0.664,-0.10198049141690946,-0.7334109839641908,-0.8163880423115438,-0.8502573107497395,3.3525843863812916,1.0,9.0,-0.8161437534052587,0.3761904761904762,0.56,,0.05,1.0,5,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.7653333333333333,0.9066666666666666,0.8933333333333333,-0.5702644518423141,-0.7103176985855448,-0.8337993339399871,-0.8707086276345449,1.0838779922350903,1.0,10.0,-0.7395775316902826,0.3870967741935484,0.16533333333333333,,0.05,1.0,5,5.0
grid,"WTI (Dec, CRUDE_W)",step5.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.6266666666666667,0.672,0.672,-0.10258397364175564,-0.7123123782436067,-0.8158176659223619,-0.8502573107497395,3.3525843863812916,1.0,9.0,-0.8149025752251732,0.4075829383886256,0.5626666666666666,,0.05,1.0,10,10.0
grid_hedged,"WTI (Dec, CRUDE_W)",step5.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.8346666666666667,0.92,0.8906666666666667,-0.5791399424922354,-0.7288151061180836,-0.8037706607842914,-0.8619616448087594,1.3075831355490735,1.0,10.0,-0.7396661701867946,0.5223880597014925,0.17866666666666667,,0.05,1.0,10,10.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.25866666666666666,0.472,-0.09132405117128217,0.015178143415913503,-0.9606048032657819,-0.9999390443884872,0.6139472420005061,0.5084745762711864,38.0,-0.3008530366542853,0.0,0.672,1.0,0.05,0.25,4,4.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.2906666666666667,0.37066666666666664,-0.08887625973423152,0.06398778671323946,-0.9934565741387156,-0.9995544076321679,0.6139472420005061,0.5084745762711864,38.0,-0.33284561625482667,0.0,0.6933333333333334,1.0,0.05,0.25,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base0.5x_k4,375,1991-01-02,2022-03-01,0.0,0.448,0.5226666666666666,-0.16202121134484182,-0.05785418701449907,-0.999651675245668,-0.9999973570423687,1.1706584942569802,0.5084745762711864,38.0,-0.5281678227725607,0.0,0.624,1.0,0.05,0.5,4,8.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base0.5x_k8,375,1991-01-02,2022-03-01,0.0,0.43733333333333335,0.5093333333333333,-0.14197427856954115,-0.0102817754432869,-0.9992581651045883,-0.9999899376527804,1.1715272580790357,0.5084745762711864,38.0,-0.5664504193995291,0.0,0.6293333333333333,1.0,0.05,0.5,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base1.0x_k4,375,1991-01-02,2022-03-01,0.0,0.5706666666666667,0.6026666666666667,-0.1934712095773231,-0.4262350048161915,-0.9998697968369675,-0.9999998631777822,2.341316988513955,0.5084745762711864,38.0,-0.759178562671127,0.0,0.5546666666666666,1.0,0.05,1.0,4,9.0
martingale,"WTI (Dec, CRUDE_W)",step5.0%_base1.0x_k8,375,1991-01-02,2022-03-01,0.0,0.5626666666666666,0.5946666666666667,-0.15997563941700021,-0.3435809494137043,-0.9998349197068211,-0.9999998631777822,2.341316988513955,0.5084745762711864,38.0,-0.7519678083449364,0.0,0.5573333333333333,1.0,0.05,1.0,8,9.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.24266666666666667,0.49866666666666665,0.42933333333333334,-0.10474454467217298,0.10999894171452684,-0.9044005456289059,-0.9140028932864739,0.6106455175423215,1.0,20.0,-0.5646406123326131,0.12184873949579832,0.6346666666666667,,0.05,1.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.5573333333333333,0.664,0.6586666666666666,-0.2758517301274883,-0.76680488733465,-0.829932713803329,-0.8744536563692114,1.2212910350846298,1.0,14.0,-0.8170089324458369,0.3284313725490196,0.544,,0.05,1.0,6,6.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.20266666666666666,0.31733333333333336,0.32,-0.12343737671290089,0.06916156769732273,-0.8985022707225809,-0.9014945610405365,0.22192789958068193,1.0,27.0,-0.257895977832585,0.10583941605839416,0.7306666666666667,,0.05,1.5,6,3.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.4026666666666667,0.4826666666666667,0.5093333333333333,-0.22866283170686608,-0.007153426967303589,-0.8513616742184742,-0.8591270067756939,0.4178485497519562,1.0,21.0,-0.4933175762177523,0.21311475409836064,0.6506666666666666,,0.05,1.5,6,6.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.2,0.30133333333333334,0.2853333333333333,-0.14881984348375032,0.03604975491348239,-0.8960422172054402,-0.8995575075554119,0.1529975460567472,1.0,29.0,-0.14785580571440815,0.10069444444444445,0.768,,0.05,2.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step5.0%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.368,0.37866666666666665,0.43466666666666665,-0.2266844413264325,0.024369394610697537,-0.7413918615135198,-0.9001461194848497,0.2598735984714058,1.0,24.0,-0.29484111597557316,0.19230769230769232,0.6933333333333334,,0.05,2.0,6,6.0
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.032,0.13066666666666665,0.38666666666666666,0.012408389422464916,0.0507504944667414,-0.5841605305752318,-0.9674339740676795,0.6793103971456274,1.0,8.0,-0.22814461780213446,0.03319502074688797,0.6426666666666667,,0.08,0.25,5,1.25
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.18666666666666668,0.3333333333333333,0.7946666666666666,-0.2973186352389936,-0.21731629548237352,-0.8745415388435598,-0.8935881719196443,0.22552037622825982,1.0,13.0,-0.3531354009380877,0.024096385542168676,0.22133333333333333,,0.08,0.25,5,1.25
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.06666666666666667,0.192,0.376,0.006268437558120787,0.06312986609336813,-0.8938348969385554,-0.9602986265564101,0.6793103971456274,1.0,9.0,-0.22814461780213446,0.04132231404958678,0.6453333333333333,,0.08,0.25,10,2.5
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.272,0.4266666666666667,0.76,-0.30668529810801015,-0.1847914613934074,-0.8377869901501491,-0.9366352147504292,0.23015542239522402,1.0,14.0,-0.4228746521197656,0.022727272727272728,0.23466666666666666,,0.08,0.25,10,2.5
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.15733333333333333,0.3253333333333333,0.4026666666666667,0.034838741575227594,0.09936166697166215,-0.9366378776362476,-0.9454004189843993,1.3586207942912512,1.0,8.0,-0.4199020081849395,0.07053941908713693,0.6426666666666667,,0.08,0.5,5,2.5
