bot,series,config,n_starts,first_start,last_start,p_stop_out,p_loss_ge_50pct,p_final_loss,mean_2y_ret,median_2y_ret,p05_2y_ret,worst_2y_ret,best_2y_ret,median_win_rate,median_trades,median_max_dd,p_stop_given_profitable_year1,share_profitable_year1,median_seq_win_rate,step,size,depth,full_exposure_x
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.4053333333333333,0.6373333333333333,0.7946666666666666,-0.41066633794572327,-0.46795593780094,-0.8334106427623708,-0.9580635356616451,0.45104075245652386,1.0,11.0,-0.6875536912194324,0.047619047619047616,0.224,,0.08,0.5,5,2.5
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.20533333333333334,0.328,0.416,0.011752357069421127,0.09579138812755583,-0.9033809886252719,-0.9120724100363325,1.3586207942912512,1.0,8.0,-0.4199020081849395,0.08677685950413223,0.6453333333333333,,0.08,0.5,10,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.49333333333333335,0.6533333333333333,0.7786666666666666,-0.41635526774224607,-0.7025758589351132,-0.8851383713960431,-0.9086699722182991,0.4659818674620224,1.0,10.0,-0.7477048497299836,0.14772727272727273,0.23466666666666666,,0.08,0.5,10,5.0
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.3973333333333333,0.5786666666666667,0.5253333333333333,0.037507574679092714,-0.064611189473476,-0.8662530346670412,-0.8748709369547124,2.7172415885825045,1.0,5.0,-0.7436740921982391,0.20353982300884957,0.6026666666666667,,0.08,1.0,5,5.0
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.7013333333333334,0.8053333333333333,0.848,-0.49326209633809803,-0.6823247293445708,-0.8486561662727772,-0.8760865334124411,0.8579353922106807,1.0,6.0,-0.7272491510425336,0.35294117647058826,0.22666666666666666,,0.08,1.0,5,5.0
grid,"WTI (Dec, CRUDE_W)",step8.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.3973333333333333,0.5786666666666667,0.5253333333333333,0.037507574679092714,-0.064611189473476,-0.8662530346670412,-0.8748709369547124,2.7172415885825045,1.0,5.0,-0.7436740921982391,0.20353982300884957,0.6026666666666667,,0.08,1.0,10,10.0
grid_hedged,"WTI (Dec, CRUDE_W)",step8.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.704,0.8053333333333333,0.848,-0.4907519478301229,-0.6826240142203162,-0.8402936161535879,-0.8657381025513411,0.8579353922106807,1.0,6.0,-0.7272491510425336,0.36470588235294116,0.22666666666666666,,0.08,1.0,10,10.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base0.25x_k4,375,1991-01-02,2022-03-01,0.02666666666666667,0.088,0.18933333333333333,0.08109495795111443,0.11173254769247709,-0.5915395308483514,-0.9512770578850205,0.6420361580535081,0.5555555555555556,17.0,-0.169474018002156,0.007067137809187279,0.7546666666666667,1.0,0.08,0.25,4,4.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base0.25x_k8,375,1991-01-02,2022-03-01,0.09333333333333334,0.112,0.18666666666666668,0.05720221325728714,0.11173254769247709,-0.8056051711408332,-0.8671748443058102,0.6420361580535081,0.5555555555555556,17.0,-0.169474018002156,0.05653710247349823,0.7546666666666667,1.0,0.08,0.25,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base0.5x_k4,375,1991-01-02,2022-03-01,0.08266666666666667,0.17333333333333334,0.23466666666666666,0.17983673877602535,0.2074566600288521,-0.7794846992168908,-0.8756393540459911,1.284072316107025,0.5555555555555556,17.0,-0.30725893444331154,0.039568345323741004,0.7413333333333333,1.0,0.08,0.5,4,8.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base0.5x_k8,375,1991-01-02,2022-03-01,0.104,0.18666666666666668,0.232,0.17266274223335487,0.2074566600288521,-0.7736117308040371,-0.8756393540459911,1.284072316107025,0.5555555555555556,17.0,-0.30725893444331154,0.0683453237410072,0.7413333333333333,1.0,0.08,0.5,8,9.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base1.0x_k4,375,1991-01-02,2022-03-01,0.208,0.35733333333333334,0.36533333333333334,0.2523255168434346,0.2697109468546579,-0.805078150116267,-0.9357168080931455,2.5681446322140435,0.5555555555555556,16.0,-0.5074288000574269,0.0846774193548387,0.6613333333333333,1.0,0.08,1.0,4,9.0
martingale,"WTI (Dec, CRUDE_W)",step8.0%_base1.0x_k8,375,1991-01-02,2022-03-01,0.21866666666666668,0.36533333333333334,0.36533333333333334,0.25166701547291126,0.2697109468546579,-0.7925950958152117,-0.9357168080931455,2.5681446322140435,0.5555555555555556,16.0,-0.5074288000574269,0.10080645161290322,0.6613333333333333,1.0,0.08,1.0,8,9.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.21066666666666667,0.27466666666666667,0.392,-0.10758209750169534,0.07468803613726371,-0.9017575288690316,-0.9112291686005113,0.4545593466000011,1.0,18.0,-0.39083047808707916,0.0912863070539419,0.6426666666666667,,0.08,1.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.3253333333333333,0.5786666666666667,0.47733333333333333,-0.10431631857863033,0.04399618254433579,-0.8726718161871135,-0.8812367374668667,0.9091186931999875,1.0,16.0,-0.7299636217734073,0.1232876712328767,0.584,,0.08,1.0,6,6.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.12,0.20266666666666666,0.2773333333333333,-0.08528065881387104,0.04422122953233587,-0.896096198315212,-0.8990619695466385,0.1663461805151567,1.0,23.0,-0.16321614348675362,0.04744525547445255,0.7306666666666667,,0.08,1.5,6,3.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.208,0.28,0.328,-0.10541821159049869,0.07248767424603297,-0.8540445572684456,-0.8578715869893232,0.3244732530378509,1.0,23.0,-0.32329640709024354,0.10780669144981413,0.7173333333333334,,0.08,1.5,6,6.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.029333333333333333,0.10666666666666667,0.15466666666666667,-0.0075321578799747435,0.02343445642947084,-0.15421782770878723,-0.8930596045481292,0.1452421923806988,1.0,28.0,-0.05756489159728706,0.0,0.8026666666666666,,0.08,2.0,6,3.0
dca,"WTI (Dec, CRUDE_W)",step8.0%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.112,0.168,0.21066666666666667,-0.036114505411557696,0.04416845021641058,-0.7382042434050209,-0.8942711745051295,0.2904843847614085,1.0,27.0,-0.11445223059478127,0.06484641638225255,0.7813333333333333,,0.08,2.0,6,6.0
grid,Brent (BRENT_W),step1.5%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.112,0.4533333333333333,0.648,-0.21485757030842945,-0.14409752137839194,-0.9772894835744369,-0.9875223533374068,0.9796852499717883,1.0,43.0,-0.535226536896424,0.07971014492753623,0.368,,0.015,0.25,5,1.25
grid_hedged,Brent (BRENT_W),step1.5%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.344,0.8053333333333333,1.0,-0.6786458318494569,-0.7011023960378735,-0.914846491104294,-0.9804638278973544,-0.07386826558137483,1.0,69.0,-0.7470078666912514,,0.0,,0.015,0.25,5,1.25
grid,Brent (BRENT_W),step1.5%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.504,0.8,0.68,-0.3912550207570731,-0.676640698746546,-0.9285162820431128,-0.931200419951259,0.7882218205864977,1.0,72.0,-0.8618508916558643,0.36024844720496896,0.42933333333333334,,0.015,0.25,10,2.5
grid_hedged,Brent (BRENT_W),step1.5%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.8053333333333333,0.9386666666666666,1.0,-0.7871567702749812,-0.8275734106029895,-0.9334318331634179,-0.9432387390928738,-0.05015301147221418,1.0,72.0,-0.831258520969823,0.5,0.005333333333333333,,0.015,0.25,10,2.5
grid,Brent (BRENT_W),step1.5%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.536,0.8346666666666667,0.7066666666666667,-0.39918267602959256,-0.8001660010797879,-0.9237513002607893,-0.9253436851783423,1.1283825903003466,1.0,39.0,-0.8966046931327625,0.3656716417910448,0.35733333333333334,,0.015,0.5,5,2.5
grid_hedged,Brent (BRENT_W),step1.5%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.8346666666666667,0.9786666666666667,1.0,-0.8109123762029656,-0.8305361428460221,-0.931694893154925,-0.9394523071606432,-0.14773653116274343,1.0,43.0,-0.8346100146227456,,0.0,,0.015,0.5,5,2.5
grid,Brent (BRENT_W),step1.5%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.8906666666666667,0.9333333333333333,0.9093333333333333,-0.5955180398815825,-0.7629682213018535,-0.8081624493710243,-0.8567518845809692,1.246610466918559,1.0,40.0,-0.8018968871818941,0.8037383177570093,0.2853333333333333,,0.015,0.5,10,5.0
grid_hedged,Brent (BRENT_W),step1.5%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.968,0.992,0.9973333333333333,-0.7294676917885936,-0.7244323776533357,-0.8140997192342126,-0.8335090608042648,0.20131516736941224,1.0,34.0,-0.7309906531531598,0.8571428571428571,0.037333333333333336,,0.015,0.5,10,5.0
grid,Brent (BRENT_W),step1.5%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.9146666666666666,0.952,0.928,-0.6124844354162144,-0.7642660013318137,-0.7985438643586741,-0.8828065420271598,2.0063358039276533,1.0,20.0,-0.8037918377903266,0.8,0.18666666666666668,,0.015,1.0,5,5.0
grid_hedged,Brent (BRENT_W),step1.5%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.9893333333333333,1.0,1.0,-0.7385812868296435,-0.7248274534041236,-0.8075944812606237,-0.8274249699081572,-0.17619578342685072,1.0,18.0,-0.7285388583562982,1.0,0.0026666666666666666,,0.015,1.0,5,5.0
grid,Brent (BRENT_W),step1.5%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.984,0.872,0.984,-0.5660398962302833,-0.663999842934033,-0.7328679910627389,-0.8834896103230533,2.2933367952370824,1.0,18.0,-0.7236576336371944,0.9591836734693877,0.13066666666666665,,0.015,1.0,10,10.0
grid_hedged,Brent (BRENT_W),step1.5%_lot1.0x_n10,375,1991-01-02,2022-03-01,1.0,0.984,1.0,-0.6515524298955929,-0.6566086873087209,-0.7112527257391352,-0.8006813833602914,-0.4382366843932223,1.0,16.0,-0.6729126161913777,1.0,0.021333333333333333,,0.015,1.0,10,10.0
martingale,Brent (BRENT_W),step1.5%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.096,0.576,-0.05901220824873965,-0.04953977713117974,-0.47472713891323715,-0.7377861050212895,0.5769187746630349,0.5238095238095238,214.0,-0.22491450624932052,0.0,0.45866666666666667,0.9736842105263158,0.015,0.25,4,4.0
martingale,Brent (BRENT_W),step1.5%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.2613333333333333,0.584,-0.11628581737617516,-0.12000024304392887,-0.7034486955039969,-0.8614123704692855,0.6371192303153119,0.5238095238095238,214.0,-0.36416898745957027,0.0,0.5493333333333333,1.0,0.015,0.25,8,9.0
martingale,Brent (BRENT_W),step1.5%_base0.5x_k4,375,1991-01-02,2022-03-01,0.0,0.32266666666666666,0.5706666666666667,-0.10681720667051586,-0.10264076410654421,-0.7537918842846518,-0.947300657975088,1.1414631223845055,0.5238095238095238,214.0,-0.4055761184543746,0.0,0.44533333333333336,0.9736842105263158,0.015,0.5,4,8.0
martingale,Brent (BRENT_W),step1.5%_base0.5x_k8,375,1991-01-02,2022-03-01,0.0,0.432,0.6426666666666667,-0.1572572786656512,-0.19443395295157861,-0.8937416153457197,-0.9745526740412193,1.2461744508333927,0.5238095238095238,214.0,-0.5083828899357709,0.0,0.4746666666666667,1.0,0.015,0.5,8,9.0
martingale,Brent (BRENT_W),step1.5%_base1.0x_k4,375,1991-01-02,2022-03-01,0.0,0.528,0.6293333333333333,-0.13154390809984517,-0.26284248199584526,-0.942459359287257,-0.9916681570859377,2.0480480114933286,0.5238095238095238,214.0,-0.6171368992464052,0.0,0.44266666666666665,0.9736842105263158,0.015,1.0,4,9.0
martingale,Brent (BRENT_W),step1.5%_base1.0x_k8,375,1991-01-02,2022-03-01,0.0,0.5786666666666667,0.6453333333333333,-0.16379403010682636,-0.3984352454614717,-0.9648165403584468,-0.9936513232369129,2.3631059279439257,0.5238095238095238,214.0,-0.7090567582989746,0.0,0.42933333333333334,1.0,0.015,1.0,8,9.0
dca,Brent (BRENT_W),step1.5%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.43466666666666665,0.68,0.624,-0.28103277748205335,-0.33463522858676686,-0.9098773772729113,-0.9402693594145282,1.2283745158616242,1.0,16.0,-0.814096116260421,0.15568862275449102,0.44533333333333336,,0.015,1.0,6,3.0
dca,Brent (BRENT_W),step1.5%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.7786666666666666,0.8746666666666667,0.8026666666666666,-0.4008969121813476,-0.7427707499641939,-0.7871461758876589,-0.8384173732599489,2.4567490317232554,1.0,8.0,-0.7767468655747138,0.36792452830188677,0.2826666666666667,,0.015,1.0,6,6.0
dca,Brent (BRENT_W),step1.5%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.432,0.6586666666666666,0.584,-0.27514400575856846,-0.2775166098237425,-0.9045097173095504,-0.920005628840982,0.8146483574873924,1.0,23.0,-0.8117438006929241,0.11891891891891893,0.49333333333333335,,0.015,1.5,6,3.0
dca,Brent (BRENT_W),step1.5%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.7546666666666667,0.864,0.7893333333333333,-0.41068138709766966,-0.740395725501273,-0.7722536050892292,-0.8573011090744378,1.6292967149747675,1.0,13.0,-0.7639604082759042,0.358974358974359,0.312,,0.015,1.5,6,6.0
dca,Brent (BRENT_W),step1.5%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.44,0.672,0.5786666666666667,-0.303411836923295,-0.3358239219188528,-0.9044701304226493,-0.9116847359260354,0.6885803782299407,1.0,27.0,-0.8193329213358505,0.1518324607329843,0.5093333333333333,,0.015,2.0,6,3.0
dca,Brent (BRENT_W),step1.5%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.784,0.864,0.808,-0.46503626286129096,-0.7398984033995559,-0.7655244963719218,-0.9638062056957676,1.3771607564599027,1.0,16.0,-0.7585202308900684,0.4426229508196721,0.3253333333333333,,0.015,2.0,6,6.0
grid,Brent (BRENT_W),step3.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.08,0.3413333333333333,0.5226666666666666,-0.09976821752253684,-0.01615618818526743,-0.9500942809646885,-0.9861937755256223,1.2498626208581745,1.0,27.0,-0.4599239206561563,0.05472636815920398,0.536,,0.03,0.25,5,1.25
grid_hedged,Brent (BRENT_W),step3.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.288,0.6506666666666666,0.9946666666666667,-0.5701199570702006,-0.5638942183675099,-0.8915396090485519,-0.9746456709021751,0.04292174455100861,1.0,43.0,-0.6344219501224575,0.04,0.06666666666666667,,0.03,0.25,5,1.25
grid,Brent (BRENT_W),step3.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.32266666666666666,0.536,0.4693333333333333,-0.1507948961735246,0.059165394999251664,-0.9372838404437231,-0.9425513869567723,1.3710963160369105,1.0,38.0,-0.6624520847794209,0.1590909090909091,0.5866666666666667,,0.03,0.25,10,2.5
grid_hedged,Brent (BRENT_W),step3.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.704,0.856,0.952,-0.6874228842096743,-0.8126467698160171,-0.9431565444407772,-0.9527740950784668,0.4710029332664285,1.0,44.0,-0.8187781286204151,0.4,0.13333333333333333,,0.03,0.25,10,2.5
grid,Brent (BRENT_W),step3.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.4026666666666667,0.6506666666666666,0.56,-0.1734870143083458,-0.1846983752413489,-0.9284701381376383,-0.9319407048673432,2.499725241716347,1.0,26.0,-0.8126287651507629,0.2,0.5333333333333333,,0.03,0.5,5,2.5
grid_hedged,Brent (BRENT_W),step3.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.7466666666666667,0.896,0.9946666666666667,-0.7468295251377146,-0.8185668182971837,-0.9399384105056556,-0.9546301305333657,0.08584348910201123,1.0,29.0,-0.8250193071857503,0.52,0.06666666666666667,,0.03,0.5,5,2.5
grid,Brent (BRENT_W),step3.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.6,0.8,0.6266666666666667,-0.21986246553185418,-0.7147799023913173,-0.8303508804022514,-0.8637772141812439,2.302942662603513,1.0,30.0,-0.8187550255001733,0.3282051282051282,0.52,,0.03,0.5,10,5.0
grid_hedged,Brent (BRENT_W),step3.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.88,0.9493333333333334,0.944,-0.6703472853866779,-0.7353466009949039,-0.8317578879197598,-0.8659122576712802,0.9284932247117905,1.0,25.0,-0.7472270543926111,0.5714285714285714,0.13066666666666665,,0.03,0.5,10,5.0
grid,Brent (BRENT_W),step3.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.808,0.848,0.8266666666666667,-0.4153507622602578,-0.7594972828316764,-0.8069277594548414,-0.8384809794758665,2.943811764844479,1.0,15.0,-0.814223062759585,0.572463768115942,0.368,,0.03,1.0,5,5.0
grid_hedged,Brent (BRENT_W),step3.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.936,0.9813333333333333,0.976,-0.7024964493211923,-0.7121014059048179,-0.8238517530723001,-0.8434513584542804,0.3488736154234817,1.0,15.0,-0.7367664429746343,0.7272727272727273,0.088,,0.03,1.0,5,5.0
grid,Brent (BRENT_W),step3.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.888,0.8266666666666667,0.8906666666666667,-0.4613184556925982,-0.7007425992999066,-0.7755590524309287,-0.8384809794758665,2.6473740404028026,1.0,14.0,-0.7798172381089781,0.7086614173228346,0.33866666666666667,,0.03,1.0,10,10.0
grid_hedged,Brent (BRENT_W),step3.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.968,0.968,0.9733333333333334,-0.6478345357299284,-0.6926205924987425,-0.7693447225836629,-0.8102149198424788,0.8423453901962381,1.0,14.0,-0.7071856789097175,0.8108108108108109,0.09866666666666667,,0.03,1.0,10,10.0
martingale,Brent (BRENT_W),step3.0%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.10666666666666667,0.432,0.00672818687475063,0.05354487474111358,-0.6030925226739352,-0.9001394745145199,1.0956232329343147,0.5301204819277109,103.0,-0.3058383164417784,0.0,0.568,0.9795918367346939,0.03,0.25,4,4.0
martingale,Brent (BRENT_W),step3.0%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.43466666666666665,0.5573333333333333,-0.11812305295569447,-0.08040344046260839,-0.8649072486149384,-0.9872861722020447,1.0956232329343147,0.5301204819277109,103.0,-0.5277060146751329,0.0,0.6026666666666667,1.0,0.03,0.25,8,9.0
martingale,Brent (BRENT_W),step3.0%_base0.5x_k4,375,1991-01-02,2022-03-01,0.0,0.39466666666666667,0.48,0.01631245480247623,0.021458652931370725,-0.9342070294976877,-0.9925833013170522,1.6428645255434193,0.5301204819277109,103.0,-0.5227094671147645,0.0,0.568,0.9795918367346939,0.03,0.5,4,8.0
martingale,Brent (BRENT_W),step3.0%_base0.5x_k8,375,1991-01-02,2022-03-01,0.0,0.5146666666666667,0.552,-0.10073175743185447,-0.08475248291384141,-0.958136946619679,-0.9965271056271992,1.6428645255434193,0.5301204819277109,103.0,-0.6420459252361759,0.0,0.5626666666666666,1.0,0.03,0.5,8,9.0
martingale,Brent (BRENT_W),step3.0%_base1.0x_k4,375,1991-01-02,2022-03-01,0.0,0.624,0.5573333333333333,-0.03741619042037758,-0.25875631900519236,-0.982358487503842,-0.9995286305218022,2.701131007606476,0.5301204819277109,103.0,-0.7544889956824681,0.0,0.49066666666666664,0.9795918367346939,0.03,1.0,4,9.0
martingale,Brent (BRENT_W),step3.0%_base1.0x_k8,375,1991-01-02,2022-03-01,0.0,0.6773333333333333,0.5946666666666667,-0.13596110063615896,-0.33020480178339695,-0.9871531991606327,-0.9992541270505476,2.701131007606476,0.5301204819277109,103.0,-0.8254061143080618,0.0,0.44533333333333336,1.0,0.03,1.0,8,9.0
dca,Brent (BRENT_W),step3.0%_tp2%_v1.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.4026666666666667,0.6106666666666667,0.5466666666666666,-0.23260775253548416,-0.17391439344676574,-0.9071535075749371,-0.9250163032142475,0.9119236940532649,1.0,20.0,-0.7507782036705742,0.1188118811881188,0.5386666666666666,,0.03,1.0,6,3.0
dca,Brent (BRENT_W),step3.0%_tp2%_v1.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6986666666666667,0.816,0.7226666666666667,-0.32794304158013776,-0.7535027762169066,-0.7878526156842504,-0.8789701235408824,1.823847388106537,1.0,13.0,-0.7891246376142504,0.3333333333333333,0.392,,0.03,1.0,6,6.0
dca,Brent (BRENT_W),step3.0%_tp2%_v1.5_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.384,0.5626666666666666,0.5226666666666666,-0.2668225660692274,-0.06342666069039993,-0.9002766540089565,-0.906506044979809,0.5353403872729297,1.0,29.0,-0.7638445757573495,0.13596491228070176,0.608,,0.03,1.5,6,3.0
dca,Brent (BRENT_W),step3.0%_tp2%_v1.5_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.68,0.84,0.7226666666666667,-0.37313654545616415,-0.7390477489445071,-0.7549508888667276,-0.8517849386568022,1.057337743327214,1.0,17.0,-0.7499665045906264,0.3392857142857143,0.448,,0.03,1.5,6,6.0
dca,Brent (BRENT_W),step3.0%_tp2%_v2.0_m6_ladder3.0x,375,1991-01-02,2022-03-01,0.32,0.48533333333333334,0.43733333333333335,-0.22562139846716223,0.05869655492510262,-0.8995571052568749,-0.9068634769383457,0.4357421177614158,1.0,35.0,-0.5303592345329824,0.1532258064516129,0.6613333333333333,,0.03,2.0,6,3.0
dca,Brent (BRENT_W),step3.0%_tp2%_v2.0_m6_ladder6.0x,375,1991-01-02,2022-03-01,0.6933333333333334,0.816,0.7253333333333334,-0.41897408447968776,-0.739058292930554,-0.7503145703026688,-0.8965818291868544,0.87148423552285,1.0,20.0,-0.7472638803312983,0.43315508021390375,0.49866666666666665,,0.03,2.0,6,6.0
grid,Brent (BRENT_W),step5.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.05333333333333334,0.2826666666666667,0.42933333333333334,-0.024074769841732624,0.057823500173613596,-0.9331905511381822,-0.983216968011622,1.1224002793176298,1.0,17.0,-0.3878844096688093,0.0423728813559322,0.6293333333333333,,0.05,0.25,5,1.25
grid_hedged,Brent (BRENT_W),step5.0%_lot0.25x_n5,375,1991-01-02,2022-03-01,0.25066666666666665,0.5626666666666666,0.944,-0.4807147713957076,-0.44965833521527676,-0.8867938089192254,-0.9745218849629439,0.3054829535019361,1.0,28.0,-0.5680190976179942,0.05,0.16,,0.05,0.25,5,1.25
grid,Brent (BRENT_W),step5.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.2613333333333333,0.41333333333333333,0.41333333333333333,-0.08961510452841015,0.09733619634767665,-0.9465369063206561,-0.9552954924254353,1.1224002793176298,1.0,20.0,-0.4652166943070476,0.11522633744855967,0.648,,0.05,0.25,10,2.5
grid_hedged,Brent (BRENT_W),step5.0%_lot0.25x_n10,375,1991-01-02,2022-03-01,0.576,0.7786666666666666,0.9013333333333333,-0.580055048946263,-0.7915503296866427,-0.9500633667929269,-0.9635758410215817,0.5467281234461054,1.0,25.0,-0.8011671523414632,0.18840579710144928,0.184,,0.05,0.25,10,2.5
grid,Brent (BRENT_W),step5.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.32266666666666666,0.536,0.4613333333333333,-0.029687688734777562,0.07573167524634039,-0.9332478026420227,-0.9462021828623203,2.2448005586352604,1.0,16.0,-0.6889001256202596,0.15319148936170213,0.6266666666666667,,0.05,0.5,5,2.5
grid_hedged,Brent (BRENT_W),step5.0%_lot0.5x_n5,375,1991-01-02,2022-03-01,0.6453333333333333,0.8373333333333334,0.9466666666666667,-0.6620717044911721,-0.8081193649220748,-0.9459426252235082,-0.9569369869067217,0.6109659070038727,1.0,19.0,-0.8173544928906193,0.2033898305084746,0.15733333333333333,,0.05,0.5,5,2.5
grid,Brent (BRENT_W),step5.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.47733333333333333,0.5466666666666666,0.5306666666666666,-0.1029174464967838,-0.2363785573259649,-0.8760195189932575,-0.9022614841463382,2.2448005586352604,1.0,15.0,-0.8259893667835254,0.22943722943722944,0.616,,0.05,0.5,10,5.0
grid_hedged,Brent (BRENT_W),step5.0%_lot0.5x_n10,375,1991-01-02,2022-03-01,0.8186666666666667,0.8773333333333333,0.9173333333333333,-0.6392412805822398,-0.7501750725282148,-0.86670715011175,-0.8950573939527243,0.9396261568540978,1.0,17.0,-0.7702796026696971,0.5294117647058824,0.18133333333333335,,0.05,0.5,10,5.0
grid,Brent (BRENT_W),step5.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.624,0.7386666666666667,0.6533333333333333,-0.057933732733044696,-0.7279555720044704,-0.8175743990352967,-0.9030850101319277,4.489601117270519,1.0,10.0,-0.8156444445103899,0.3193717277486911,0.5093333333333333,,0.05,1.0,5,5.0
grid_hedged,Brent (BRENT_W),step5.0%_lot1.0x_n5,375,1991-01-02,2022-03-01,0.8693333333333333,0.9413333333333334,0.9413333333333334,-0.6450872536173904,-0.721623406250717,-0.8351656998025841,-0.8654669632204011,1.1620694096812376,1.0,11.0,-0.7438004743030977,0.5166666666666667,0.16,,0.05,1.0,5,5.0
grid,Brent (BRENT_W),step5.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.64,0.7386666666666667,0.6613333333333333,-0.04898838122658733,-0.7205542355839298,-0.8166583706820435,-0.9030850101319277,4.489601117270519,1.0,10.0,-0.8148377594822366,0.34375,0.512,,0.05,1.0,10,10.0
grid_hedged,Brent (BRENT_W),step5.0%_lot1.0x_n10,375,1991-01-02,2022-03-01,0.9066666666666666,0.9466666666666667,0.936,-0.6344072139906487,-0.7243350426213582,-0.8104972454822996,-0.8654669632204011,1.8193899093816706,1.0,10.0,-0.7399556420953581,0.6875,0.17066666666666666,,0.05,1.0,10,10.0
martingale,Brent (BRENT_W),step5.0%_base0.25x_k4,375,1991-01-02,2022-03-01,0.0,0.21866666666666668,0.408,-0.007305452050249239,0.07522784395852211,-0.744424157332588,-0.9450683406245783,0.8894178841901295,0.5303030303030303,46.0,-0.29262860355085973,0.0,0.704,1.0,0.05,0.25,4,4.0
martingale,Brent (BRENT_W),step5.0%_base0.25x_k8,375,1991-01-02,2022-03-01,0.0,0.27466666666666667,0.336,0.006490721218734841,0.0905195207949554,-0.8624137852511768,-0.9998450713584427,0.8894178841901295,0.5303030303030303,46.0,-0.3362876256881172,0.0,0.7226666666666667,1.0,0.05,0.25,8,9.0
