dataset,symbol,period,effect,n_on,mean_on_bp,mean_off_bp,diff_bp,t_diff,p_diff,t_on_vs_0,p_on_vs_0,vol_ratio,hit_on,p_bh,p_holm
fut,XTIUSD,2008-2024,pre_hol,147,29.070695269421957,0.6670245255513293,28.403670743870627,1.7373424649088403,0.08428188848205236,1.8121222393069123,0.07202219441642321,0.9857090690427645,0.5782312925170068,,
fut,XTIUSD,2008-2024,post_hol,146,-30.44339812803826,2.889732660883574,-33.333130788921835,-1.5281505297581712,0.12856644588809268,-1.4100283949599526,0.16067273365716594,1.341690550504193,0.5,,
fut,XTIUSD,2008-2024,exp_week,974,-5.586050796874499,3.985006090965595,-9.571056887840093,-1.3379503197330607,0.1810952103738022,-0.9008678919988224,0.3678814849345518,0.9753425350711963,0.5205338809034907,,
fut,XTIUSD,2008-2024,ltd,194,-8.194780958361502,2.1885861835864544,-10.383367141947955,-0.7135205750916709,0.4763059519965594,-0.5769744774348329,0.5646290728526397,1.0028947044986172,0.5309278350515464,,
fut,XTIUSD,2008-2024,opt_exp,195,-1.9567929680467702,1.8771933896361765,-3.8339863576829463,-0.30186921724101967,0.763035711852023,-0.1591686269155624,0.8737016029131126,0.864906270766999,0.5641025641025641,,
fut,XTIUSD,2008-2024,roll_win,971,4.4250512956404116,0.8369617569341142,3.588089538706298,0.4960716234653383,0.619910680381534,0.7021949852912722,0.4827260310132378,0.993888679266278,0.5427394438722966,,
fut,XTIUSD,2008-2024,dow0,761,-0.5058939805972213,2.1995103382298993,-2.7054043188271204,-0.32302205603402817,0.7467414677976566,-0.06598541948701968,0.9474067870972437,1.0908751336978415,0.5059132720105125,,
fut,XTIUSD,2008-2024,dow1,833,-4.76745921355614,3.3570599363783793,-8.12451914993452,-1.0727485659414693,0.2835809651893478,-0.7088712837129666,0.4786029306101679,0.979988573244164,0.5282112845138055,,
fut,XTIUSD,2008-2024,dow2,838,3.6941002963239784,1.1743465390007117,2.519753757323267,0.3218185238637306,0.7476432561745888,0.5252883427930956,0.5995218765514808,1.0406419986571351,0.535799522673031,,
fut,XTIUSD,2008-2024,dow3,823,6.585892672289685,0.4525749460700711,6.133317726219613,0.8214373019550997,0.41154524448849494,0.9983947852852464,0.31838176735582613,0.9496943375956634,0.5309842041312273,,
fut,XTIUSD,2008-2024,dow4,813,3.356984619685901,1.2779007291819213,2.07908389050398,0.2784337313187373,0.7807234843081264,0.5088222848252405,0.611015019985221,0.942869063671957,0.5362853628536285,,
fut,XTIUSD,full,dow_anova,8373,,,,,0.2448297220578554,,,,,,
fut,XBRUSD,full,tom,1638,11.315884148106544,3.2620213655372927,8.05386278256925,1.2774977935002743,0.20155550793597876,1.9582308466131213,0.05037255023384048,1.1077647171072527,0.5054945054945055,0.49129155059394825,1.0
fut,XBRUSD,full,eia,1804,8.549928217797335,3.7952831577082877,4.7546450600890475,0.8375034495643116,0.402379983616763,1.6958638723985118,0.09008430162246392,0.9912968743410908,0.5249445676274944,0.6791471373282387,1.0
fut,XBRUSD,full,pre_hol,305,25.590788073291655,4.026418705576022,21.564369367715635,1.9121161904850401,0.05672000686289001,2.320886726592947,0.020954308742639503,0.8899023116869355,0.5967213114754099,0.26703400466109006,1.0
fut,XBRUSD,full,post_hol,272,-10.831945312466836,5.293253311882503,-16.12519862434934,-0.9523537660654362,0.34173442196461346,-0.6458809464862864,0.518902984532133,1.2963982334946165,0.48161764705882354,0.6791471373282387,1.0
fut,XBRUSD,full,exp_week,2080,3.95991062358445,5.047938247361197,-1.0880276237767468,-0.2067599028591247,0.8362088292421528,0.8761921715162919,0.38102679542980095,0.9430893097414285,0.5115384615384615,0.9058928983456654,1.0
fut,XBRUSD,full,ltd,417,-0.38246751120136885,5.0481059957969086,-5.430573506998278,-0.5122956772343072,0.608689322571585,-0.037024254319078784,0.9704834266955257,0.977223947358399,0.48201438848920863,0.8051189082655851,1.0
fut,XBRUSD,full,opt_exp,414,8.315568057967063,4.609115893107985,3.706452164859079,0.36563439478817183,0.7148050092824134,0.84397700037706,0.39917083734557485,0.9265634006809529,0.5144927536231884,0.8199233930004154,1.0
fut,XBRUSD,full,roll_win,2068,2.678341339793642,5.448367786898711,-2.7700264471050686,-0.5119163419624468,0.6087419798069109,0.56855999352645,0.5697165445368332,0.9914431291819951,0.5101547388781431,0.8051189082655851,1.0
fut,XBRUSD,full,dow0,1585,-7.763778311982367,7.600417139581301,-15.364195451563669,-2.307665464542119,0.021113604528093466,-1.2561268578018132,0.20925521222895532,1.1824439795841915,0.48201892744479496,0.2058576441489113,0.7600897630113648
fut,XBRUSD,full,dow1,1782,-1.0273772222339983,6.294025952448945,-7.321403174682943,-1.3181566718711084,0.18755549553259748,-0.2099727026982187,0.8337129947744691,0.9478924235472754,0.49214365881032546,0.48764428838475343,1.0
fut,XBRUSD,full,dow2,1788,6.868174817674732,4.244314529741588,2.6238602879331445,0.45440934260562066,0.6495699708230167,1.3314162148634303,0.1832219113772888,1.0146565102468155,0.5234899328859061,0.8051189082655851,1.0
fut,XBRUSD,full,dow3,1755,13.043208447058115,2.6860312089608884,10.357177238097227,1.8278863299087924,0.06767391834426928,2.5935726525615426,0.009577481484974743,0.9716590521581413,0.5321937321937322,0.26703400466109006,1.0
fut,XBRUSD,full,dow4,1744,11.689797919226942,3.044103120705698,8.645694798521243,1.603648726767961,0.1088983933722379,2.4897375424548933,0.012876330283021842,0.8902075639213136,0.5252293577981652,0.3539197784597732,1.0
fut,XBRUSD,1990-2007,tom,841,12.2005601930625,6.307293548425402,5.8932666446371,0.740246036357353,0.45929344294225555,1.6857709519399486,0.0922113016522841,1.050701544618548,0.5172413793103449,,
fut,XBRUSD,1990-2007,eia,936,7.778082955653597,7.320764206119118,0.4573187495344794,0.061924621629489,0.9506312386447104,1.1863440864596693,0.2357878052951969,0.9929476487316607,0.5117521367521367,,
fut,XBRUSD,1990-2007,pre_hol,154,21.150935912771953,6.926282033365232,14.224653879406722,1.1608882768535944,0.24727247762105514,1.7840443498516423,0.07639846187744816,0.7234551609311695,0.5974025974025974,,
fut,XBRUSD,1990-2007,post_hol,123,21.21899123865389,7.025843245143856,14.193147993510031,0.5791205269814068,0.563543345766285,0.872469948570186,0.3846659378759333,1.3523322960844182,0.4959349593495935,,
fut,XBRUSD,1990-2007,exp_week,1077,12.9120754892466,5.671164706749014,7.240910782497586,1.0328371755794648,0.30181668157582286,2.1203042275798927,0.03420873829710507,0.9880433957841284,0.5041782729805014,,
fut,XBRUSD,1990-2007,ltd,216,17.143618076964326,6.922437280780856,10.221180796183468,0.7357409544998218,0.4626127761036931,1.2658511044278955,0.20693634149533333,0.9861688493638977,0.48148148148148145,,
fut,XBRUSD,1990-2007,opt_exp,214,-0.45205440163217275,7.812403494229849,-8.264457895862021,-0.6623668274753532,0.5083661665204241,-0.03741171394765967,0.9701917720884363,0.8712926689988613,0.4766355140186916,,
fut,XBRUSD,1990-2007,roll_win,1073,5.302943657870809,8.084585059678679,-2.7816414018078692,-0.3968705937624201,0.6915093431882282,0.8711552476639798,0.38386443792597275,0.9850039562361399,0.4976700838769804,,
fut,XBRUSD,1990-2007,dow0,804,2.2267905559039733,8.555372602499371,-6.328582046595399,-0.7187133060043337,0.47247560478997236,0.27157489850805294,0.7860187049812327,1.1966183850067447,0.4975124378109453,,
fut,XBRUSD,1990-2007,dow1,922,0.4821215204607288,9.219602024997096,-8.737480504536368,-1.2447094749826466,0.21342529882111455,0.07889011952398238,0.9371371589118684,0.9022872671941649,0.46529284164859,,
fut,XBRUSD,1990-2007,dow2,926,5.175803156477859,8.002380321740823,-2.8265771652629637,-0.379157149486316,0.7046269332901233,0.7794005947812963,0.4359431319558952,1.0023147588088348,0.5075593952483801,,
fut,XBRUSD,1990-2007,dow3,910,15.815793526862821,5.268367822669849,10.547425704192973,1.3899219942252359,0.16477551786876965,2.325423725580369,0.020268599998933524,1.021936015198673,0.5252747252747253,,
fut,XBRUSD,1990-2007,dow4,906,12.932895520253025,6.013481606163742,6.919413914089282,0.988537754575861,0.3230445864484568,2.1242024791469323,0.03392381375220627,0.8891019600794138,0.5286975717439294,,
fut,XBRUSD,2008-2024,tom,780,8.861383046469863,-0.21491267338400163,9.076295719853864,0.9013278508695266,0.367616447685751,0.9549035723474979,0.33992268358391586,1.1519828142101525,0.48846153846153845,,
fut,XBRUSD,2008-2024,eia,848,9.392689975047151,-0.5441560851581625,9.936846060205314,1.1163139569415694,0.2644890531611441,1.1871190276658175,0.23551350211120617,0.9920269168590088,0.5400943396226415,,
fut,XBRUSD,2008-2024,pre_hol,147,29.53493121203583,0.47126471260212843,29.0636664994337,1.4844804595922174,0.13968708640989375,1.5360958707783778,0.12667917504982998,1.0056869116849396,0.5986394557823129,,
fut,XBRUSD,2008-2024,post_hol,147,-38.05966744053037,2.990637431143517,-41.05030487167389,-1.7435437192450194,0.08324332490904011,-1.6363903155500472,0.10391178404950188,1.2275745085774077,0.46938775510204084,,
fut,XBRUSD,2008-2024,exp_week,980,-6.281597446210805,3.9717995538279167,-10.253397000038722,-1.2716755417243728,0.20365326242909493,-0.9168144534258134,0.35946566461647295,0.9047156787937461,0.5173469387755102,,
fut,XBRUSD,2008-2024,ltd,196,-19.402669776099856,2.5682223853113313,-21.970892161411186,-1.3335038796912333,0.18376785924114483,-1.2088569685638417,0.22818154858486467,0.9676615293297947,0.4846938775510204,,
