date,trend,trend:XTIUSD,trend:XBRUSD,trend:XNGUSD,crack,crack:XTIUSD,crack:XBRUSD,trend+crack,trend+crack:XTIUSD,trend+crack:XBRUSD,trend+crack:XNGUSD,long_only
1990-10-12,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0014486471187812437
1990-10-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.005360478596119126
1990-10-16,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0025105857972770236
1990-10-17,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.005642427386782083
1990-10-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0003146349657132966
1990-10-19,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.008498237105282498
1990-10-22,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.012740062823449366
1990-10-23,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.005122854964625489
1990-10-24,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.005941854790242337
1990-10-25,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.009416592507873448
1990-10-26,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0033821777823907083
1990-10-29,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.005212082609764388
1990-10-30,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00043569365028893063
1990-10-31,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0008182719330330136
1990-11-01,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0006869584881593111
1990-11-02,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0018445989356383702
1990-11-05,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.004584368983111894
1990-11-06,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0010266335872465197
1990-11-07,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0069080106951783645
1990-11-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0002647596071538583
1990-11-09,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0033015181605181108
1990-11-12,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.004111995495828518
1990-11-13,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002138114578416531
1990-11-14,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002703037689475603
1990-11-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-9.489363694227942e-05
1990-11-16,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.003558834390708381
1990-11-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.003310088372530998
1990-11-20,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0043690924473326264
1990-11-21,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001205639027909732
1990-11-22,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.009870302836123708
1990-11-23,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0034542123676510115
1990-11-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0038241098497570516
1990-11-27,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00036811982171273467
1990-11-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0004812571876823002
1990-11-29,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.00148907019634244
1990-11-30,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.008182799132962305
1990-12-03,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0007788221335728484
1990-12-04,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0019854271287897195
1990-12-05,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.008449554590700263
1990-12-06,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002463528868640097
1990-12-07,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0008359499061611826
1990-12-10,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0015458340858023492
1990-12-11,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0020221315487806133
1990-12-12,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.004479999166240863
1990-12-13,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.003892529057753594
1990-12-14,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0008522370407537302
1990-12-17,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001191484127740467
1990-12-18,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002202448355472529
1990-12-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00035312086655386524
1990-12-20,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0013302344134015409
1990-12-21,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001277364617188887
1990-12-24,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.012322877105747478
1990-12-27,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0010048053704097002
1990-12-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002273242830048472
1990-12-31,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0034551064886096093
1991-01-02,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.005330112074040504
1991-01-03,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0040938863143560105
1991-01-04,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.005331004736190365
1991-01-07,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.013438116333686231
1991-01-08,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002347828339300076
1991-01-09,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0007258126228206433
1991-01-10,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0007319732820880464
1991-01-11,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0016789616325920637
1991-01-14,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.011455302681048359
1991-01-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001008061772455871
1991-01-16,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.003370653001213445
1991-01-17,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.022360105625501475
1991-01-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0055021275157955
1991-01-21,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002557956099439811
1991-01-22,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00423881233290091
1991-01-23,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0004697329885973449
1991-01-24,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.000539957514443915
1991-01-25,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0010166526767481957
1991-01-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,5.4936323413801135e-05
1991-01-29,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0016725644570518732
1991-01-30,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0022409764400149923
1991-01-31,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001101015766813789
1991-02-01,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0006161721395563951
1991-02-04,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0004937511380831224
1991-02-05,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0006609464241172583
1991-02-06,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001077205713305017
1991-02-07,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-3.886216148326755e-05
1991-02-08,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.000725897187233943
1991-02-11,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0014450612184820665
1991-02-12,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00040323286420456414
1991-02-13,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0018957562345053721
1991-02-14,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0003869578703966806
1991-02-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0051192013145491605
1991-02-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.007168051351813878
1991-02-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0012276212585503883
1991-02-20,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0017695670830666238
1991-02-21,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0023212743095446914
1991-02-22,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-4.529137299814717e-06
1991-02-25,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0008816488346854662
1991-02-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0009991958866421233
1991-02-27,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0022497460187443294
1991-02-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00210441095530384
1991-03-01,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0007849534617956395
1991-03-04,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0027306468603838156
1991-03-05,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-4.856900521964858e-06
1991-03-06,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001255004129025377
1991-03-07,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0021311770891106964
1991-03-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00024105057347736968
1991-03-11,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0020331659332818554
1991-03-12,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0027992334507787975
1991-03-13,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0030010280880716357
1991-03-14,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0011472031582050672
1991-03-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002500362115369707
1991-03-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0004317746563256388
1991-03-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.003229469302026461
1991-03-20,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00013172113880235997
1991-03-21,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0013935709587323218
1991-03-22,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0005216960655942096
1991-03-25,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0013697357506066304
1991-03-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0010421482357597933
1991-03-27,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0006122971165936055
1991-03-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0009803866861627863
1991-04-02,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,7.214843386507627e-05
1991-04-03,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0002224796146926809
1991-04-04,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002253597210615009
1991-04-05,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0004979107574789798
1991-04-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0010979906024041418
1991-04-09,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.00012090473299067467
1991-04-10,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0025364118350241654
1991-04-11,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-7.65318703850983e-06
1991-04-12,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0024934352416804786
1991-04-15,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.002848708895627366
1991-04-16,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0014732157015157335
1991-04-17,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00016827816081292125
1991-04-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0021667229328509413
1991-04-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.000849369676552993
1991-04-22,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0014020021270884251
1991-04-23,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0010700389073414146
1991-04-24,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0005661259889550805
1991-04-25,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0008993795814288915
1991-04-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0003847986352487349
1991-04-29,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0001611138031991051
1991-04-30,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0014422196322472541
1991-05-01,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0011052957461266143
1991-05-02,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-8.045666647810237e-05
1991-05-03,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00171102415693845
1991-05-07,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0021162404055847816
1991-05-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0020640471295068565
1991-05-09,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00013232284618662927
1991-05-10,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.003423169273860294
1991-05-13,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0015911338902759237
1991-05-14,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0007614571011526863
1991-05-15,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0022564705923188086
1991-05-16,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001359175885524702
1991-05-17,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0002950151550690741
1991-05-20,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00035113283421616065
1991-05-21,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001723972901136999
1991-05-22,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0011999329744680684
1991-05-23,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00023125636090775542
1991-05-24,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0010569992863561457
1991-05-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.000618023901266492
1991-05-29,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001943335556720072
1991-05-30,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0015240049061393168
1991-05-31,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0016357464966000937
1991-06-03,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,5.184120777528606e-05
1991-06-04,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0006315647615160691
1991-06-05,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0033462660132964907
1991-06-06,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001389671942574695
1991-06-07,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.00047484035234277917
1991-06-10,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0032343376238871025
1991-06-11,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-1.2089612319707041e-05
1991-06-12,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0001802705969817071
1991-06-13,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002850223184500449
1991-06-14,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-1.2362011559460044e-05
1991-06-17,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00035789082505215987
1991-06-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.000915718710250495
1991-06-19,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.000832035363144728
1991-06-20,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0018632475601668824
1991-06-21,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0004000392398635226
1991-06-24,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0020224111317906695
1991-06-25,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001047179091056364
1991-06-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,9.23841515682581e-05
1991-06-27,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0028991973642387737
1991-06-28,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00019907896811810813
1991-07-01,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00187158584474728
1991-07-02,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0004073178981369948
1991-07-03,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0018256236861368717
1991-07-04,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-4.262412480191178e-05
1991-07-05,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0018472308709158202
1991-07-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0027870306425389936
1991-07-09,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0005226613478336899
1991-07-10,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.001920426581870708
1991-07-11,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.001619594360080142
1991-07-12,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.003878200181541055
1991-07-15,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0018475258160869509
1991-07-16,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0022343262901591498
1991-07-17,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.004011319261406629
1991-07-18,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0016822442418605458
1991-07-19,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0029280701902489746
1991-07-22,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.002011810068604005
1991-07-23,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.004721820581123213
1991-07-24,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0015910362811818325
1991-07-25,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0012887912518530378
1991-07-26,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,9.254994821905579e-05
1991-07-29,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-4.292648843850429e-05
1991-07-30,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0005197119026287266
1991-07-31,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0020097958607875306
1991-08-01,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.003074085799995102
1991-08-02,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0009493919360799857
1991-08-05,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.00017024586911320935
1991-08-06,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.00107908411184812
1991-08-07,0.0,,-0.0,,0.0,,-0.0,0.0,,-0.0,,-0.0002283548442342959
1991-08-08,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0017041822489203056
1991-08-09,0.0,,-0.0,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.0005930629519822508
1991-08-12,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,-0.0,0.0002209383895958204
1991-08-13,0.0,,-0.0,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.0026509051953695745
1991-08-14,0.0,,-0.0,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.003829261011449075
1991-08-15,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0014310940049078024
1991-08-16,0.0,,-0.0,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.003423900705709165
1991-08-19,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.014210278039480814
1991-08-20,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0010039278874416646
1991-08-21,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.0080029536607932
1991-08-22,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.006060658265733116
1991-08-23,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.00700551139980352
1991-08-26,0.0,,,0.0,,,,0.0,,,0.0,0.013580192146114082
1991-08-27,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0014798783455404819
1991-08-28,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.000613540954665411
1991-08-29,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0024537619428884314
1991-08-30,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,-0.0,0.0018125138717746657
1991-09-02,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.000396315896076422
1991-09-03,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.0006091344223948834
1991-09-04,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.0010413075042571011
1991-09-05,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,0.0015356775091089432
1991-09-06,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,0.0013884216815454181
1991-09-09,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.0009301946006228457
1991-09-10,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0029422382487516597
1991-09-11,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,-0.0,-0.002439246612378797
1991-09-12,0.0,,-0.0,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.001235182972851191
1991-09-13,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.004496554768944296
1991-09-16,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0016839019024432703
1991-09-17,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.0010001696279864978
1991-09-18,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0018061835531191976
1991-09-19,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,0.001842690028722298
1991-09-20,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.002708761926437955
1991-09-23,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,-0.0,-0.003862760024814623
1991-09-24,0.0,,0.0,-0.0,0.0,,0.0,0.0,,0.0,-0.0,0.001638582716117449
1991-09-25,0.0,,-0.0,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.001038289646813076
1991-09-26,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0021120552736032714
1991-09-27,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0029429657693646172
1991-09-30,-0.003189942183310427,,-0.009569826549931281,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.00032267302642201463
1991-10-01,-0.00023487915177514837,,-0.0007046374553254451,-0.0,0.0,,-0.0,0.0,,-0.0,-0.0,-0.002710011298517839
1991-10-02,0.002644338772068736,,0.007933016316206208,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0015292678917237371
1991-10-03,0.006799987980108231,,0.020399963940324693,0.0,0.0,,0.0,0.0,,0.0,0.0,0.00470577274032901
1991-10-04,-0.002058774736372362,,-0.006176324209117087,0.0,0.0,,-0.0,0.0,,-0.0,0.0,-0.00047652728018446143
