date,revised,revised_no_crack
1992-07-14,-0.0004552705327045303,0.0003680520274052796
1992-07-15,-0.000916762368067299,0.0008840518461577213
1992-07-16,-0.00020128477879241254,0.0002256963337375663
1992-07-17,0.0005389354165657426,-0.000840133724213563
1992-07-20,-0.0004939193412634488,0.0005890269930816022
1992-07-21,0.00035469817117850553,-0.00037844054881910216
1992-07-22,-0.0009761216400986116,0.0009738872922428261
1992-07-23,-0.0006462169887762099,0.0006403762518842411
1992-07-24,-0.00050568139908084,0.0005543106091180363
1992-07-27,-0.00013024370294619736,0.00015378575167406382
1992-07-28,5.164734644551096e-05,-0.00016794666118540765
1992-07-29,0.00020674194831492963,-0.0005915869127462188
1992-07-30,0.0002294977145130779,-0.0019420132960207522
1992-07-31,-0.00021842675401431935,0.0003459548129485181
1992-08-03,0.0012734613902772823,-0.002517758743921235
1992-08-04,0.0011732683254503976,-0.001549286482640081
1992-08-05,0.0010851539643076799,-0.0009608464074267097
1992-08-06,-0.0014420611457820294,0.0007003053074173263
1992-08-07,0.001000128887105441,-0.0004862344049442679
1992-08-10,0.0014106376725737133,-0.0005480209214081094
1992-08-11,0.0006744616730776648,-0.0001657144087816916
1992-08-12,-0.0008886893554877822,7.837223776937498e-05
1992-08-13,-0.002451834773045288,0.00017412851627809066
1992-08-14,0.0006812786107772262,-5.6825317875899714e-05
1992-08-17,-0.008300682188177786,-0.007640071933661769
1992-08-18,0.006486621829388924,0.006356951921054853
1992-08-19,-0.00037272230820638194,-0.0013982404239828222
1992-08-20,0.00024076287540322313,0.0001656999172841299
1992-08-21,2.9304535747669714e-05,-0.0012040265665367409
1992-08-24,0.0012980767394962847,0.004624265549290127
1992-08-25,0.004875132481377375,0.0026284183886376203
1992-08-26,-0.0020048389104925053,-0.0016873332424313452
1992-08-27,0.00015723865968499202,9.101915624854652e-05
1992-08-28,0.005643229437737522,0.006578334936359377
1992-08-31,-0.0008018600114726666,-0.0008018600114726666
1992-09-01,-0.0021639868979361917,-0.0005651272683880078
1992-09-02,-0.0007639995687659765,-0.0008749703416067034
1992-09-03,0.003855081121374971,0.003783483837999676
1992-09-04,0.0013174591145014875,0.002128858166907669
1992-09-07,-0.0014830972907879112,0.0011880920621898563
1992-09-08,-0.0040504320831511835,-0.002999615886247673
1992-09-09,0.004073762794679054,0.004555566757884074
1992-09-10,0.0022947234381291456,0.0017540568589374465
1992-09-11,0.0004433834059796986,0.0013950135637031211
1992-09-14,0.0031123724069356666,0.006659727547520884
1992-09-15,0.0045214873021629095,0.002634307783180334
1992-09-16,-0.0007786662767839415,0.0002885940912992349
1992-09-17,-0.0035264232949884546,-0.005943336386306601
1992-09-18,0.0056159146253892496,0.0034906501553452034
1992-09-21,0.007933586586204477,0.0075970775931333496
1992-09-22,-0.0009783652616947261,0.000648983064289454
1992-09-23,-0.0016037569114692276,0.0021170405294231036
1992-09-24,-0.007321866676276601,-0.009550218312695013
1992-09-25,0.0011799474146084465,-0.0006239241777224468
1992-09-28,-0.0035820343537299906,-0.00270133821290181
1992-09-29,0.004273022334468901,0.0031375931786348427
1992-09-30,-4.1819596027576504e-05,0.00037218895364057603
1992-10-01,-0.0004311028692415673,0.0009308962089218147
1992-10-02,-0.001653776697657464,-0.0006042469932275385
1992-10-05,-0.00658085504089261,-0.00895034351816092
1992-10-06,0.002691144053417928,0.0026629401930211797
1992-10-07,-0.003204010877520904,-0.002236805288883608
1992-10-08,-0.00473722546681233,-0.003636558568173217
1992-10-09,0.0006396243786456474,0.006126179961944758
1992-10-12,-0.00250283235551059,-0.003377731856924542
1992-10-13,-0.0012345915121278071,-0.0029877204542703268
1992-10-14,0.002512898860602364,0.002066194426311483
1992-10-15,2.8169565336953807e-06,0.0029158651894590597
1992-10-16,-0.0008553955369159518,-0.0012922433103259134
1992-10-19,0.002192844237947046,0.0020811363866638706
1992-10-20,-0.001009457083662996,-0.0011081778176170274
1992-10-21,-0.0043603679880480735,-0.006087406586929381
1992-10-22,-0.0013004924551152138,-0.0023286918735384477
1992-10-23,0.0005058692132307242,0.0003886154817270495
1992-10-26,-0.002187839148493929,-0.0021788441967219244
1992-10-27,0.0015713985727757011,0.001594500014921698
1992-10-28,0.0009331984235118131,0.000871104593367871
1992-10-29,0.0007872436775738411,0.001297397338688168
1992-10-30,0.0012930590268490274,0.0012599653179407033
1992-11-02,0.0008786444490940727,0.0008918555262887451
1992-11-03,0.0008248222489253359,0.0008571105459013965
1992-11-04,0.0036466258783476673,0.003569341459156477
1992-11-05,-0.007707359873281794,-0.005413362037837865
1992-11-06,0.005689973370167564,0.001984981260147689
1992-11-09,-0.0065842797242548845,-0.003246434090131034
1992-11-10,0.0038736676211865912,0.002400763992085173
1992-11-11,-0.001440478515606913,-0.0013403433560110237
1992-11-12,0.0057992451895344105,0.0043975009733868775
1992-11-13,0.004396577202437945,0.0018182722551653603
1992-11-16,-0.007116926069080554,-0.0044216048434805874
1992-11-17,0.0025145800022306638,0.0017088226995539875
1992-11-18,0.00034058027949633525,-0.0005299095549394867
1992-11-19,-0.007303185249034074,-0.004739394498856624
1992-11-20,-0.0004980401338746727,-9.976733282730706e-05
1992-11-23,0.00637677915494304,0.004568682889979202
1992-11-24,0.0024122709050638843,0.001795801831310891
1992-11-25,-0.001121773342472652,-0.0018684160195030764
1992-11-26,0.02068093102892797,0.02138907199280765
1992-11-27,-0.011350449456931515,-0.011834843954532211
1992-11-30,0.0019439231183296264,-0.00019629679592989726
1992-12-01,0.008937504742333624,0.009082921148890656
1992-12-02,0.002792583143094229,0.0018247085757473476
1992-12-03,0.006356058648312467,0.005091445949520697
1992-12-04,0.004051452791249059,0.0027168092495378445
1992-12-07,-0.005645880390374365,-0.004251981009417411
1992-12-08,0.01014133784298222,0.008343620219415334
1992-12-09,-0.0005505323918246486,-0.00042968709816158134
1992-12-10,-0.015355696221384961,-0.012808843589661252
1992-12-11,0.005352449613538861,0.0049100798703663
1992-12-14,0.0015045546614033721,0.0014779000912549759
1992-12-15,0.0023436977108731998,0.001997349067478313
1992-12-16,-0.014515055314278736,-0.011624731022794661
1992-12-17,-0.009801215810678441,-0.009223376352442436
1992-12-18,0.0010123140084277846,0.0008097638334954972
1992-12-21,-0.0011375542735224712,-0.0012742808013663253
1992-12-22,0.0015860173488776287,0.0017457366233051413
1992-12-23,-0.0018211932245906471,-0.0019137586322098886
1992-12-24,-0.002806079586511683,-0.003565862352695033
1992-12-28,-0.0015612865145147288,-0.001701319219059604
1992-12-29,0.003219617370985578,0.0036481731368596584
1992-12-30,0.00023414938581423737,0.0004569776905077099
1992-12-31,0.0006209814716700344,0.0002175039053021735
1993-01-04,0.00856658523143703,0.007198260303395049
1993-01-05,-0.005857414116381205,-0.005009489802938471
1993-01-06,0.0024160712879778674,0.0018184215920953276
1993-01-07,0.0020282363865960517,0.0016133963332803445
1993-01-08,0.0033601188668711673,0.0029021846781838393
1993-01-11,0.00144620214152991,0.0005401144673869046
1993-01-12,0.009787675070634803,0.007923121444675114
1993-01-13,-0.0050263847194027276,-0.0038772192505892363
1993-01-14,-0.0057523512182223,-0.005025452344507618
1993-01-15,-0.004738981727280346,-0.0037017025580827964
1993-01-18,0.0004973830720643315,0.00079573758972172
1993-01-19,0.00561540091517814,0.007840409739792812
1993-01-20,0.0008022625087272377,0.002757190863600198
1993-01-21,-0.008661855283069234,-0.012692148425151416
1993-01-22,0.0017775272682291142,0.0024489707441190302
1993-01-25,-0.014986008799888791,-0.021719666439631916
1993-01-26,-0.0006952351905226664,-0.000655667337402101
1993-01-27,-3.7785599469868234e-05,-0.0003632634479007963
1993-01-28,-0.0038308638607884335,-0.004289129244792731
1993-01-29,-0.0007733936279658123,-0.000792133696919726
1993-02-01,0.00029939416724043973,0.00011068822277475675
1993-02-02,-0.0016138148517520223,-0.003093588475218505
1993-02-03,-0.00011288084455554804,-0.0004845114354942684
1993-02-04,-0.0005813337753464896,-0.0004588072290012053
1993-02-05,0.0006691911939841739,-7.543425503011084e-05
1993-02-08,0.0027809523606181735,0.0026837507008061743
1993-02-09,-0.0025066692135133086,-0.0025771696138357624
1993-02-10,0.0007598186857773635,0.001173012535599916
1993-02-11,0.001421555880424392,0.0019281386308126227
1993-02-12,-0.0012497454385874296,-0.0026321489249732165
1993-02-15,0.0032156072707188836,0.001968322691488459
1993-02-16,0.0017223867092824717,-0.0002338044321896889
1993-02-17,0.003018139033496509,0.0020487234611058984
1993-02-18,-0.0014918059982971694,-0.00019271012804126012
1993-02-19,-0.005636500448460902,-0.0039025671456899276
1993-02-22,0.007815791886539426,0.009303154090268611
1993-02-23,-0.0019022126416524728,-0.0016514016618044667
1993-02-24,0.002994913688455435,0.0034093270097768718
1993-02-25,0.003694713028057713,0.004118695947688357
1993-02-26,-0.0022048699202629534,-0.0021755866560721035
1993-03-01,0.00017139009163175773,0.0006781298352632964
1993-03-02,-0.0024896791294120543,-0.0031003044225391893
1993-03-03,-0.001888310664052763,-0.0011655373766391041
1993-03-04,0.007371627064364897,0.013917366726950512
1993-03-05,-0.0036667298104956,-0.005797399000067405
1993-03-08,-0.00015718534512993224,-0.0016153866607036347
1993-03-09,0.0072991948101003715,0.007112511816517207
1993-03-10,-0.005401253822407956,-0.00792808730982453
1993-03-11,-0.0007337154829763359,-0.0032185197861980814
1993-03-12,-0.0007798902546035042,0.0023574083082492075
1993-03-15,-9.974103402182917e-06,-0.0013748841874175605
1993-03-16,-0.003115247463262225,-0.004028854011967123
1993-03-17,0.006626794794140471,0.006775581487321395
1993-03-18,0.0005899141407353305,0.0016344290114900274
1993-03-19,-0.001819069753413929,-0.003396439232785264
1993-03-22,-0.006574584287924492,-0.008390070419312388
1993-03-23,0.0061829204503597475,0.006581220955868648
1993-03-24,0.006114380734503186,0.006268298388026333
1993-03-25,0.0006503166104095557,0.0006988223715203778
1993-03-26,-0.004375928465129553,-0.004376150934769801
1993-03-29,0.0017976785659310724,0.0016921972688715373
1993-03-30,0.0026076804526885045,0.0028583494663702324
1993-03-31,0.0042705370562296,0.0038812797649077553
1993-04-01,-0.0022444021773135744,-0.0021817851141210875
1993-04-02,0.00039477593696256,0.000860533507243977
1993-04-05,0.004661236584156787,0.0046547786117558075
1993-04-06,0.007113133406271868,0.005581324518698252
1993-04-07,0.0021845044184389947,0.002471704926100923
1993-04-08,0.009811215835750313,0.00925457786573682
1993-04-12,0.020134726082383723,0.022781553866243098
1993-04-13,0.0026204741300503765,0.0024862985378662984
1993-04-14,0.003973779132148782,0.0037093646257474705
1993-04-15,-0.0035575104605391965,-0.004170537963180119
1993-04-16,0.0005067062038797784,-3.0421532196139828e-05
1993-04-19,0.0006789607949329197,-1.151446673004619e-05
1993-04-20,0.001946960520852722,0.002468805409259565
1993-04-21,0.010520176049625622,0.010765919203526196
1993-04-22,0.003450125834352627,0.00137070231164283
1993-04-23,0.0018786876120705273,0.003571564293224954
1993-04-26,-0.0193127360097063,-0.019509099907425984
1993-04-27,-0.0026473630797335204,-0.0033824946727539044
1993-04-28,0.0005501318021441452,0.0006105314567907468
1993-04-29,0.001455523172104247,0.004133931181311129
1993-04-30,-0.001316499769263807,-0.0020212929328530783
1993-05-03,-0.0034114667285932245,-0.003245890011204189
1993-05-04,-0.0019165668311744814,-0.002876657630484361
1993-05-05,-0.0013962153665428346,-0.0011972599909127236
1993-05-06,-0.0020457674556106525,-0.002426310158661297
1993-05-07,-8.108554919064638e-05,-0.00011635198003048218
1993-05-10,-0.0027330808299950576,-0.0029347826767639044
1993-05-11,-2.5214369835498997e-05,-0.00022847351627361978
1993-05-12,-0.0012161682946674917,-0.0014610607758452439
1993-05-13,-0.004227647676454622,-0.0057698369488893885
1993-05-14,-0.00027156669277775486,-0.000726564646738743
1993-05-17,0.0002569961339030048,0.00016719274741825775
1993-05-18,0.00038087245718083224,0.0006282052906294663
1993-05-19,-0.000693406637638678,-0.0006629770679785458
1993-05-20,-0.0006876893209832525,-0.002015854296415686
1993-05-21,-0.001731736717262292,-0.0014869453943295783
1993-05-24,-0.0012156941906978733,-0.0004750622851712255
1993-05-25,-0.000915478990029921,-0.002381720184642891
1993-05-26,0.0003813163377383178,0.000582037571609125
1993-05-27,-0.0023495865333964944,-0.0028252046131247385
1993-05-28,0.0010575327635976577,0.001337064685729903
1993-06-01,-0.002847708535014192,-0.003802286300676455
1993-06-02,0.0021015146515503676,0.00244518796191536
1993-06-03,0.0038320704391157354,0.005108644525402291
1993-06-04,-0.0011160603462756216,-0.0011332266546881047
1993-06-07,0.002562124591059578,0.0025648887750741233
1993-06-08,-0.0022461330534848307,-0.0017062689609242693
1993-06-09,-0.0006256865238382208,-0.0001724811897331821
1993-06-10,0.012554764438936888,0.008909961370744667
1993-06-11,0.010158284094404182,0.007544795929721648
1993-06-14,0.004230974645008362,0.0037115480925353473
1993-06-15,0.012584169882106542,0.010125082508262698
1993-06-16,-0.01078725800374289,-0.008836428648656186
1993-06-17,0.007797896770480921,0.006956406007635813
1993-06-18,0.0013559748279140906,0.0014088762247401968
1993-06-21,0.0013359971239402652,0.0014862211335701502
1993-06-22,-0.002845040184958294,-0.002750745723154542
1993-06-23,-0.005696393427020804,-0.005661461703566752
1993-06-24,0.0028162187458466927,0.0028084104013216715
1993-06-25,0.0019897421541176723,0.0020021969654880063
1993-06-28,-0.0007574426995953697,-0.001159294349847491
1993-06-29,-0.005167717767296032,-0.00566125962652111
1993-06-30,0.0057065254434677465,0.00623651961268997
1993-07-01,0.011680877710508082,0.01285877967710241
1993-07-02,0.018057590102364438,0.017003714314227647
1993-07-05,-0.010288821258175651,-0.00993391626793138
1993-07-06,-0.007084078796523438,-0.006543107254070057
1993-07-07,0.009376804975288118,0.009187372344434182
1993-07-08,0.011571289913914458,0.011151709921643714
1993-07-09,-0.002919582436672592,-0.002776026490200948
1993-07-12,-0.00999226764031431,-0.01041214273736706
1993-07-13,-0.0009565745455490304,-0.001013707204728523
1993-07-14,0.02779246513782513,0.031056980185938794
1993-07-15,-0.005880571004937722,-0.006830283549137315
1993-07-16,0.015003923423028503,0.017796636470543706
1993-07-19,-0.02718942938941971,-0.03341724442683073
1993-07-20,0.012913561639969776,0.012048678319432541
1993-07-21,-0.004996064017947245,-0.004788582502044504
1993-07-22,0.007824762008770662,0.007703488110773507
1993-07-23,-0.0012958138053658366,-0.001264231914349232
1993-07-26,-0.008835697306995663,-0.008930431538426108
1993-07-27,-0.00975847821912152,-0.009945387996788275
1993-07-28,0.0034950750799437416,0.003899195599361298
1993-07-29,0.002982997425603475,0.0033864392183327358
1993-07-30,0.002958812314255642,0.003381437773395713
1993-08-02,-0.0025542202513649218,-0.00280284260373548
1993-08-03,0.002262376160988865,0.0023403801691239752
1993-08-04,0.00096889849855373,0.0009330395513751578
1993-08-05,0.005020664760059746,0.004724240860585424
1993-08-06,0.006037559132047467,0.005761557047423562
1993-08-09,-0.009249175252475626,-0.009659155940233576
1993-08-10,0.0015953333865194805,0.0017375082569964409
1993-08-11,-0.008665933825488718,-0.010347860710053816
1993-08-12,-0.0017735629906315909,-0.0038888749370693913
1993-08-13,-1.1981258470125902e-05,-0.00024811633628854995
1993-08-16,0.007212716064812199,0.008645730402105728
1993-08-17,0.0004760239143641912,-1.4275533179488343e-05
1993-08-18,0.0026669808728546416,0.004002083148113454
1993-08-19,-0.001516552648959079,-0.0015936515134025789
1993-08-20,0.0015519553063120782,0.001222305293149462
1993-08-23,-0.009993606084814777,-0.010359849421002513
1993-08-24,0.0016327561396192105,0.0017658659213511216
1993-08-25,0.0017688441682698784,0.0018321311018824943
1993-08-26,0.001506280825280444,0.0015586398184536585
1993-08-27,-0.005832928073984785,-0.005691120685669969
1993-08-30,-0.0014507889953948821,-0.001443699947426907
1993-08-31,0.00235850609610538,0.0030000622089272374
1993-09-01,0.0058274922183445925,0.006859224703295777
1993-09-02,0.0027196627221080325,0.0028450519864951216
1993-09-03,0.002867378341717875,0.003502018065543898
1993-09-06,0.0008678516409640289,0.0011504624903407906
1993-09-07,0.00443731846190474,0.008150081633097373
1993-09-08,0.0009706018822143865,0.0010400721821726756
1993-09-09,-0.00016032647475271728,-0.00010799007948836068
1993-09-10,0.003138082973077848,0.005212855980784637
1993-09-13,-0.004896907789761323,-0.006549790450214757
1993-09-14,-0.000460198545609427,-0.0005671968051044605
1993-09-15,0.0038582903549173523,0.004964159081998366
1993-09-16,0.002122153388754662,0.0027410398965955723
1993-09-17,-0.006641421492371874,-0.00841815973388103
1993-09-20,-0.014253551304034927,-0.0231908541980327
1993-09-21,-0.00048326954138696795,-0.0006833882161395407
1993-09-22,0.008003042867450745,0.01422512672167915
1993-09-23,-0.00018714307262451368,-0.00018177911913929435
1993-09-24,0.0006468834071097176,0.0014065198081991824
1993-09-27,-0.003779229965174286,-0.007477807113070403
1993-09-28,-0.0036341369446735235,-0.0069144100534259964
1993-09-29,-0.011318537552805421,-0.021561661985697714
1993-09-30,-0.001270608306471687,-0.002482639351458507
1993-10-01,0.0014504487500935706,0.002692929620204357
1993-10-04,-0.0003247886929710348,0.000834462826836827
1993-10-05,0.00023208426805233808,0.00032545403519123375
1993-10-06,-0.0001062966842902922,-0.00025039760202806837
1993-10-07,0.0016058280434647753,0.0012174914570202394
1993-10-08,-0.0008755207499030371,-0.001071134804595074
1993-10-11,-0.002253235551920214,-0.0032696201560353
1993-10-12,0.0019241157801552467,0.0022634149386575476
1993-10-13,-0.0017826095477085436,-0.0013796693541096746
1993-10-14,0.00037607927334026717,0.0008100318341725344
1993-10-15,0.0015524923534498177,-0.0002678712616396759
1993-10-18,0.0023764707900167585,0.0008553246564367801
1993-10-19,-0.004395819465335563,-0.0010336355475993088
1993-10-20,-0.0020946665941911995,5.3979261449303694e-05
1993-10-21,0.0011405674490716953,-0.0014021976393571382
1993-10-22,0.0029981797401084655,-0.0012656259673648508
1993-10-25,0.011694142994960154,0.0018764948653447577
1993-10-26,0.00046661833326495987,0.00038033669872479823
1993-10-27,-0.004495241624315158,-0.0034411093317730924
