name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,lag
zfade_20_2.0,1991-08-09,2024-03-28,32.5,-0.06862028384827379,-0.07140687988348893,0.10433350872365461,-0.6577012954680409,-0.6473276267423453,-0.9163448328409821,-0.07792577349086283,-0.35768396721474693,-3.7513050688354945,0.43958060288335515,7.794051884702101,0.012198456004144768,-0.5410316112357247,0.17455294072662308,0.43010490363503295,XNGUSD,fut,-0.7667690542849688,-0.5398332268020767,-1.05,-0.56,-0.55,-0.32,1
zfade_20_2.0,1990-08-23,2024-03-28,34.4,-0.04316944953020127,-0.044931151025937366,0.07477874831834962,-0.5772956956489751,-0.6769569381692674,-0.8302112977087669,-0.054120139234360244,-0.19857814135680202,-3.3845983523528425,0.4457234212629896,,,,,,PORT,fut,-0.6295938755284661,-0.5224371255420203,-0.7,-0.46,-0.8,-0.17,1
zfade_20_2.0,1991-10-29,2024-03-28,32.4,-0.02305459104989385,-0.028172319657241096,0.10500596459253547,-0.2195550618420082,-0.21024207486509153,-0.763033322150714,-0.036921480149560905,-0.21161661383552222,-1.2493619156670617,0.43339849204132924,13.25102293448995,0.010548464569639019,-0.11912214334181273,0.26388565499009964,0.401593137254902,XTIUSD,fut,-0.3483347291018852,-0.09425444485787936,0.03,-0.58,-0.16,0.0,2
zfade_20_2.0,1990-08-23,2024-03-28,34.1,-0.05114574413724805,-0.0551940551372192,0.10589597629801992,-0.48298099630631947,-0.4693801654644839,-0.9047267406309512,-0.06100632672659503,-0.5260125385138185,-2.820016388162339,0.4368329610325143,10.734027804617158,0.009633769511199224,-0.39213626014551006,0.2387100026754723,0.4325456873472238,XBRUSD,fut,-0.5933102576064216,-0.36844465580762115,-0.67,-0.42,-0.67,0.11,2
zfade_20_2.0,1991-08-09,2024-03-28,32.5,-0.06339402960719971,-0.06685822335127878,0.10759279906004256,-0.589203275321636,-0.5879127331821854,-0.9025184863765975,-0.07407961649594463,-0.15395089229278802,-3.3606155993894204,0.4411533420707733,7.7940518847021005,0.01219476840792741,-0.47602169206688394,0.1745529407266231,0.43010490363503295,XNGUSD,fut,-0.669510629461262,-0.502624751993141,-0.78,-0.57,-0.56,-0.31,2
zfade_20_2.0,1990-08-23,2024-03-28,34.4,-0.04411137277413111,-0.04595838986757139,0.07653936021041385,-0.5763227266711509,-0.6812685553667472,-0.8412436444212719,-0.05463148538755163,-0.2524584151627016,-3.3788939807040426,0.4419757033248082,,,,,,PORT,fut,-0.7079829844308795,-0.43849495619554674,-0.63,-0.66,-0.66,-0.13,2
zcontinuous_20,1991-10-29,2024-03-28,32.4,-0.028632076503880576,-0.03292449909894368,0.09836790937297755,-0.2910713126505262,-0.37726111256986977,-0.7963332134439813,-0.04134512857570241,-0.24732780545425265,-1.6563198758335738,0.4738970588235294,35.345429390050256,0.01944663780417595,-0.09340062771440112,0.351620682896096,1.0,XTIUSD,fut,-0.09367077536568594,-0.47965403867341116,0.08,-0.34,-0.59,-0.2,1
zcontinuous_20,1990-08-23,2024-03-28,34.1,-0.06908900668543812,-0.07123399725020985,0.09782604842445958,-0.7062434576286504,-0.8874658612977038,-0.9405122365964264,-0.07573957517872927,-0.5769051688484438,-4.123595213427593,0.4723547898964032,28.00066878443445,0.017200847076486322,-0.5304978387059953,0.30028118540664267,1.0,XBRUSD,fut,-0.6619169819080999,-0.7508806264530813,-0.7,-0.64,-0.83,-0.64,1
zcontinuous_20,1991-08-09,2024-03-28,32.5,-0.0801943405078088,-0.08160864760071418,0.09912749624234012,-0.8090019777333542,-1.0609589905191077,-0.9403373037882158,-0.08678656825795163,-0.3830388004889935,-4.614272832790155,0.46718711880946573,21.065847685068704,0.026650246683625863,-0.5403959903680261,0.2226993621836896,1.0,XNGUSD,fut,-1.0444279208125473,-0.552270374077878,-1.37,-0.72,-0.39,-0.74,1
zcontinuous_20,1990-08-23,2024-03-28,34.4,-0.05795397891187923,-0.058789166697246986,0.07244177955906625,-0.8000076649777188,-1.067785038126163,-0.8877806146100926,-0.06622037666711927,-0.29770598838053214,-4.690325330954231,0.4734472408219811,,,,,,PORT,fut,-0.825340119006858,-0.7735387105086994,-0.96,-0.72,-0.79,-0.71,1
zcontinuous_20,1991-10-29,2024-03-28,32.4,-0.0355279712036083,-0.03956936513199938,0.0983966586708016,-0.3610688785934449,-0.48576369059255553,-0.8464032987949466,-0.04675001289377728,-0.0030175608439475775,-2.054635871578673,0.464093137254902,35.35777511619755,0.019432306566036707,-0.16360832502812983,0.3515940180959699,1.0,XTIUSD,fut,-0.31386564351063945,-0.40688768030376543,0.05,-0.67,-0.55,-0.01,2
zcontinuous_20,1990-08-23,2024-03-28,34.1,-0.06406920788515048,-0.06660330255939773,0.09836073082151535,-0.6513697829412227,-0.8499543097189429,-0.9385835248378254,-0.07096150826950205,-0.3351816117624384,-3.8032002846815933,0.4713071819345827,27.99952675026383,0.01719792418101397,-0.4765962570454776,0.30025956121383324,1.0,XBRUSD,fut,-0.6256868674469256,-0.6774286922880055,-0.47,-0.82,-0.85,-0.25,2
zcontinuous_20,1991-08-09,2024-03-28,32.5,-0.06652238526944376,-0.06913439115175213,0.10103433799665378,-0.6584136303406765,-0.8822002196301273,-0.9075953177044905,-0.07617314655898436,-0.08912842512441757,-3.755367985294439,0.47316418638692365,21.06543663260379,0.026654109367599155,-0.39464738269389615,0.22268368445988548,1.0,XNGUSD,fut,-0.8054350495101177,-0.502358547449813,-1.06,-0.65,-0.34,-0.58,2
zcontinuous_20,1990-08-23,2024-03-28,34.4,-0.05362943114767955,-0.054759112764614204,0.07319455792917626,-0.7326969745424501,-1.0139117154740531,-0.8802613186264792,-0.06220779171582582,-0.06007875047069405,-4.295692816525318,0.46709766797506347,,,,,,PORT,fut,-0.7726877954687097,-0.6907982068126793,-0.69,-0.9,-0.77,-0.37,2
zfade_50_2.0,1991-10-29,2024-03-28,32.4,-0.04287180847766879,-0.04803542499951352,0.11266988648198184,-0.3805081359030645,-0.4018735946203945,-0.8390630782683094,-0.05724888419432169,-0.04195655378898571,-2.165253534171977,0.4487242394504416,7.503747566316768,0.010066232512862537,-0.29120204093326996,0.3128391430628458,0.4808823529411765,XTIUSD,fut,-0.36694725452064225,-0.3946604688189692,-0.22,-0.62,-0.24,-0.38,1
zfade_50_2.0,1990-08-23,2024-03-28,34.1,-0.06238482020736806,-0.06620740932542324,0.11042167895548277,-0.56496895172658,-0.581040798605156,-0.9263572571198233,-0.07147070832183201,-0.26343464378130604,-3.298725446459159,0.45177543186180424,5.7942127360076325,0.008295164425699643,-0.4900001414927298,0.2536015292636228,0.46793155627982774,XBRUSD,fut,-0.5393975526993152,-0.5921604658334135,-0.71,-0.53,-0.68,-0.14,1
