strategy,year,net_ret,gross_ret,sharpe,trades,avg_bps,hit,gross_bps
XNGUSD|eia_cont|w15|k2|14:30,2014,-0.05896170265926515,-0.03366170265926516,-1.231489634953066,11,-53.601547872059236,0.45454545454545453,-30.601547872059236
XNGUSD|eia_cont|w15|k2|14:30,2015,0.03893026641115571,0.055030266411155715,1.2515832394669935,7,55.61466630165101,0.8571428571428571,78.61466630165101
XNGUSD|eia_cont|w15|k2|14:30,2016,0.06877940911713479,0.09177940911713478,1.481486433886352,10,68.77940911713479,0.8,91.77940911713478
XNGUSD|eia_cont|w15|k2|14:30,2017,-0.0122481634675193,0.0015518365324806993,-0.44868312672180394,6,-20.413605779198832,0.6666666666666666,2.586394220801165
XNGUSD|eia_cont|w15|k2|14:30,2018,0.03363935239831344,0.04743935239831343,0.5765800862569276,6,56.06558733052239,0.3333333333333333,79.06558733052238
XNGUSD|eia_cont|w15|k2|14:30,2019,0.019763472320211136,0.04506347232021113,0.411961849719018,11,17.966793018373764,0.6363636363636364,40.96679301837375
XNGUSD|eia_cont|w15|k2|14:30,2020,0.0,0.0,,0,,,
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2005,0.2556850963083611,0.4222850963083611,1.022793808677347,238,10.743071273460552,0.5336134453781513,17.74307127346055
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2006,0.16090112570969353,0.3331011257096935,0.7389628700845755,246,6.540696167060712,0.5365853658536586,13.540696167060712
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2007,0.24704289930729845,0.4276428993072985,0.9786502563649018,258,9.57530617470149,0.5271317829457365,16.575306174701492
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2008,-0.0751407615062897,0.1054592384937103,-0.18078192979625846,258,-2.9124326165228567,0.47674418604651164,4.087567383477144
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2009,-0.035310124761247175,0.14108987523875316,-0.08555686726908195,252,-1.4011954270336182,0.503968253968254,5.598804572966395
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2010,0.2697643685481992,0.44546436854819904,1.2703517698885443,251,10.747584404310723,0.5099601593625498,17.747584404310718
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2011,-0.10101670157794304,0.0746832984220569,-0.4047794628090234,251,-4.024569783981795,0.50199203187251,2.975430216018203
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2012,0.19853097652423302,0.3728309765242329,1.07097149895378,249,7.973131587318595,0.5220883534136547,14.973131587318592
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2013,-0.1318223225866355,0.04247767741336439,-0.9167626389551722,249,-5.294069180186165,0.5060240963855421,1.7059308198138308
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2014,0.30485963119282944,0.4791596311928292,1.7131390896603393,249,12.24335868244295,0.5220883534136547,19.243358682442942
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2015,-0.22589769652627312,-0.051597696526272885,-0.6575487610604375,249,-9.07219664764149,0.4819277108433735,-2.0721966476414813
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2016,0.0730922188866503,0.24879221888665037,0.22491125089072117,251,2.912040593093637,0.50199203187251,9.91204059309364
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2017,-0.12279141689122933,0.052208583108770634,-0.5891004852287571,250,-4.911656675649173,0.476,2.0883433243508254
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2018,0.287970560010089,0.46297056001008896,1.1392304159797189,250,11.518822400403563,0.528,18.518822400403558
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2019,-0.08236489540169895,0.09263510459830093,-0.35266664884082366,250,-3.2945958160679574,0.504,3.7054041839320373
XTIUSD|stretch|09:00|k0.5|16:55|none|none,2020,0.2522425845949018,0.3166425845949018,1.1206129298126668,92,27.41767223857628,0.5108695652173914,34.41767223857628
XNGUSD|dow|Thu_0900_1430|short,2005,0.21827869679793754,0.32027869679793763,1.2232441971155668,51,42.79974447018383,0.6078431372549019,62.799744470183846
XNGUSD|dow|Thu_0900_1430|short,2006,-0.0021587437811007026,0.09984125621889939,-0.009444461470832381,51,-0.4232830943334707,0.5294117647058824,19.576716905666547
XNGUSD|dow|Thu_0900_1430|short,2007,0.05623398108678758,0.16023398108678766,0.33680502850684785,52,10.814227132074535,0.4807692307692308,30.81422713207455
XNGUSD|dow|Thu_0900_1430|short,2008,0.4558478491837934,0.5578478491837935,2.1714031334204678,51,89.3819312125085,0.5294117647058824,109.38193121250852
XNGUSD|dow|Thu_0900_1430|short,2009,-0.11583251795611571,-0.01583251795611562,-0.3058114818038312,50,-23.166503591223144,0.52,-3.1665035912231243
XNGUSD|dow|Thu_0900_1430|short,2010,0.23369141128639626,0.33569141128639635,1.090572103027652,51,45.821845350273776,0.6078431372549019,65.82184535027379
XNGUSD|dow|Thu_0900_1430|short,2011,0.11734568496253975,0.2193456849625398,0.71732349740521,51,23.008957835792106,0.5294117647058824,43.00895783579212
XNGUSD|dow|Thu_0900_1430|short,2012,-0.06940941152953273,0.03259058847046736,-0.3166871588123003,51,-13.609688535202492,0.47058823529411764,6.390311464797523
XNGUSD|dow|Thu_0900_1430|short,2013,-0.07807981865941116,0.02192018134058893,-0.4808033310183283,50,-15.615963731882228,0.42,4.384036268117786
XNGUSD|dow|Thu_0900_1430|short,2014,0.0773115227598812,0.17531152275988127,0.4865653960983481,49,15.777861787730856,0.5510204081632653,35.77786178773087
XNGUSD|dow|Thu_0900_1430|short,2015,0.24156003529815506,0.33956003529815515,1.3163532167768484,49,49.29796638737859,0.5918367346938775,69.29796638737861
XNGUSD|dow|Thu_0900_1430|short,2016,-0.33783050746810983,-0.23583050746810974,-2.0934102519933546,51,-66.24127597413919,0.43137254901960786,-46.241275974139164
XNGUSD|dow|Thu_0900_1430|short,2017,-0.0998808766139327,0.0021191233860673453,-0.8727907142332042,51,-19.58448561057504,0.45098039215686275,0.4155143894249697
XNGUSD|dow|Thu_0900_1430|short,2018,0.19741445460741092,0.299414454607411,1.155463751247896,51,38.70871658968842,0.5294117647058824,58.708716589688436
XNGUSD|dow|Thu_0900_1430|short,2019,0.13615910179278579,0.23615910179278587,1.029965513943323,50,27.23182035855716,0.54,47.23182035855717
XNGUSD|dow|Thu_0900_1430|short,2020,0.02338929127594369,0.061389291275943725,0.3303344394767751,19,12.310153303128265,0.631578947368421,32.310153303128274
