bot,series,start,ruined,stopped_out,years_to_ruin,years_observed,peak_equity_before_ruin,closed_trades,win_rate
grid,"WTI (Dec, CRUDE_W)",1994-05-02,True,True,4.103174603174603,4.103174603174603,1.6854514573513466,50,1.0
grid,"WTI (Dec, CRUDE_W)",1994-06-01,True,True,4.01984126984127,4.01984126984127,1.643867753221198,49,1.0
grid,"WTI (Dec, CRUDE_W)",1994-07-01,True,True,3.988095238095238,3.988095238095238,1.6166388133906142,48,1.0
grid,"WTI (Dec, CRUDE_W)",1994-08-01,True,True,3.8531746031746033,3.8531746031746033,1.537498132700817,46,1.0
grid,"WTI (Dec, CRUDE_W)",1994-09-01,True,True,3.761904761904762,3.761904761904762,1.6286441529204558,45,1.0
grid,"WTI (Dec, CRUDE_W)",1994-10-03,True,True,3.4285714285714284,3.4285714285714284,1.5263609006496361,39,1.0
grid,"WTI (Dec, CRUDE_W)",1994-11-01,True,True,3.5952380952380953,3.5952380952380953,1.6101649419061925,42,1.0
grid,"WTI (Dec, CRUDE_W)",1994-12-01,True,True,3.515873015873016,3.515873015873016,1.6281895580983887,43,1.0
grid,"WTI (Dec, CRUDE_W)",1995-01-03,True,True,3.4325396825396823,3.4325396825396823,1.63278385069006,43,1.0
grid,"WTI (Dec, CRUDE_W)",1995-02-01,True,True,3.3492063492063493,3.3492063492063493,1.6334266767128178,43,1.0
grid,"WTI (Dec, CRUDE_W)",1995-03-01,True,True,3.2738095238095237,3.2738095238095237,1.6145741964430413,41,1.0
grid,"WTI (Dec, CRUDE_W)",1995-04-03,True,True,3.1825396825396823,3.1825396825396823,1.6026014280146337,41,1.0
grid,"WTI (Dec, CRUDE_W)",1995-05-01,True,True,2.857142857142857,2.857142857142857,1.5172842782919056,37,1.0
grid,"WTI (Dec, CRUDE_W)",1995-06-01,True,True,3.0198412698412698,3.0198412698412698,1.5945911185345865,41,1.0
grid,"WTI (Dec, CRUDE_W)",1995-07-05,True,True,2.6825396825396823,2.6825396825396823,1.628064923578661,39,1.0
grid,"WTI (Dec, CRUDE_W)",1995-08-01,True,True,2.607142857142857,2.607142857142857,1.6024358391347848,38,1.0
grid,"WTI (Dec, CRUDE_W)",1995-09-01,True,True,2.515873015873016,2.515873015873016,1.596811314030539,38,1.0
grid,"WTI (Dec, CRUDE_W)",1995-10-02,True,True,2.4404761904761907,2.4404761904761907,1.6223907975585454,39,1.0
grid,"WTI (Dec, CRUDE_W)",1995-11-01,True,True,2.3492063492063493,2.3492063492063493,1.5966624681879602,37,1.0
grid,"WTI (Dec, CRUDE_W)",1995-12-01,True,True,2.2698412698412698,2.2698412698412698,1.5880348977977308,37,1.0
grid,"WTI (Dec, CRUDE_W)",1996-01-02,True,True,2.1904761904761907,2.1904761904761907,1.5456880590204087,35,1.0
grid,"WTI (Dec, CRUDE_W)",1996-02-01,True,True,2.107142857142857,2.107142857142857,1.592188644479559,36,1.0
grid,"WTI (Dec, CRUDE_W)",1996-03-01,True,True,2.0277777777777777,2.0277777777777777,1.55403217395334,34,1.0
grid,"WTI (Dec, CRUDE_W)",1996-04-01,True,True,1.9444444444444444,1.9444444444444444,1.4884077111349885,32,1.0
grid,"WTI (Dec, CRUDE_W)",1996-05-01,True,True,1.8611111111111112,1.8611111111111112,1.4921033771275485,32,1.0
grid,"WTI (Dec, CRUDE_W)",1996-06-03,True,True,1.7738095238095237,1.7738095238095237,1.4995851357675853,32,1.0
grid,"WTI (Dec, CRUDE_W)",1996-07-01,True,True,1.6944444444444444,1.6944444444444444,1.4487881963635552,30,1.0
grid,"WTI (Dec, CRUDE_W)",1996-08-01,True,True,1.6111111111111112,1.6111111111111112,1.4077553432383976,28,1.0
grid,"WTI (Dec, CRUDE_W)",1996-09-03,True,True,1.5238095238095237,1.5238095238095237,1.3225699497254098,25,1.0
grid,"WTI (Dec, CRUDE_W)",1996-10-01,True,True,1.4444444444444444,1.4444444444444444,1.2606561688889162,22,1.0
grid,"WTI (Dec, CRUDE_W)",1996-11-01,True,True,1.3531746031746033,1.3531746031746033,1.212456150460781,19,1.0
grid,"WTI (Dec, CRUDE_W)",1996-12-02,True,True,1.2777777777777777,1.2777777777777777,1.173542234290129,17,1.0
grid,"WTI (Dec, CRUDE_W)",1997-01-02,True,True,1.1944444444444444,1.1944444444444444,1.1492962486093348,15,1.0
grid,"WTI (Dec, CRUDE_W)",1997-02-03,True,True,1.1071428571428572,1.1071428571428572,1.1086039115733197,12,1.0
grid,"WTI (Dec, CRUDE_W)",1997-03-03,True,True,1.0277777777777777,1.0277777777777777,1.1314620590901276,13,1.0
grid,"WTI (Dec, CRUDE_W)",1997-04-01,True,True,0.9484126984126984,0.9484126984126984,1.113663488543352,12,1.0
grid,"WTI (Dec, CRUDE_W)",1997-05-01,True,True,0.8611111111111112,0.8611111111111112,1.1187612018382045,12,1.0
grid,"WTI (Dec, CRUDE_W)",1997-06-02,True,True,0.7698412698412699,0.7698412698412699,1.0609642399431087,8,1.0
grid,"WTI (Dec, CRUDE_W)",1997-07-01,True,True,0.6865079365079365,0.6865079365079365,1.0826610485872596,9,1.0
grid,"WTI (Dec, CRUDE_W)",1997-08-01,True,True,0.5952380952380952,0.5952380952380952,1.040949348564277,6,1.0
grid,"WTI (Dec, CRUDE_W)",1997-09-02,True,True,0.5079365079365079,0.5079365079365079,1.0442734338497637,6,1.0
grid,"WTI (Dec, CRUDE_W)",1997-10-01,True,True,0.42857142857142855,0.42857142857142855,1.0296428572233882,5,1.0
grid,"WTI (Dec, CRUDE_W)",1997-11-03,True,True,0.6587301587301587,0.6587301587301587,0.99985,5,1.0
grid,"WTI (Dec, CRUDE_W)",1997-12-01,True,True,0.626984126984127,0.626984126984127,1.000588949300946,7,1.0
grid,"WTI (Dec, CRUDE_W)",1998-01-02,True,True,0.5992063492063492,0.5992063492063492,1.034287576985599,8,1.0
grid,"WTI (Dec, CRUDE_W)",1998-02-02,True,True,0.5714285714285714,0.5714285714285714,1.0349999890736399,10,1.0
grid,"WTI (Dec, CRUDE_W)",1998-03-02,True,True,0.746031746031746,0.746031746031746,1.0609539275371669,8,1.0
grid,"WTI (Dec, CRUDE_W)",1998-04-01,True,True,0.4087301587301587,0.4087301587301587,1.0135118142248827,6,1.0
grid,"WTI (Dec, CRUDE_W)",1998-05-01,True,True,0.3253968253968254,0.3253968253968254,0.99985,5,1.0
grid,"WTI (Dec, CRUDE_W)",1998-06-01,True,True,0.503968253968254,0.503968253968254,1.0206679369589793,4,1.0
grid,"WTI (Dec, CRUDE_W)",1998-07-01,True,True,0.4642857142857143,0.4642857142857143,1.05606847581856,186,1.0
grid,"WTI (Dec, CRUDE_W)",1998-08-03,True,True,0.35714285714285715,0.35714285714285715,1.053978324447816,75,1.0
grid,"WTI (Dec, CRUDE_W)",1998-09-01,True,True,0.27380952380952384,0.27380952380952384,1.0588048858335979,3,1.0
grid,"WTI (Dec, CRUDE_W)",1998-10-01,True,True,0.21031746031746032,0.21031746031746032,1.0062673663278832,72,1.0
grid,"WTI (Dec, CRUDE_W)",1998-11-02,True,True,3.007936507936508,3.007936507936508,2.761555490011655,76,1.0
grid,"WTI (Dec, CRUDE_W)",1998-12-01,True,True,2.9325396825396823,2.9325396825396823,2.951354262160126,75,1.0
grid,"WTI (Dec, CRUDE_W)",1999-01-04,True,True,2.8452380952380953,2.8452380952380953,3.037374879433827,75,1.0
grid,"WTI (Dec, CRUDE_W)",1999-02-01,True,True,2.7698412698412698,2.7698412698412698,3.08712551256714,74,1.0
grid,"WTI (Dec, CRUDE_W)",1999-03-01,True,True,2.6944444444444446,2.6944444444444446,3.125557263830336,73,1.0
grid,"WTI (Dec, CRUDE_W)",1999-04-01,True,True,2.6031746031746033,2.6031746031746033,2.660049323857732,66,1.0
