name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start,window
wf_seasonal_N5_tstat,2006-01-03,2026-09-22,21.0,-0.013425812414453318,-0.01487852994345007,0.05591702453016622,-0.24010241115763117,-0.3104703048078946,-0.40035691212554503,-0.03716316489818569,-0.22054286056125413,-1.1002874736712545,0.4988662131519274,,,,,,PORT,spot,-0.4207793534635119,-0.2177736080734561,,0.05,-0.46,-0.11,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2000-10-31,2024-03-28,23.4,0.002268881064443475,-0.009454634704481824,0.15327280478483693,0.014802893883415984,0.021460440948497996,-0.6400555822496141,-0.014771583854095077,-0.2659558195194343,0.07163841327198892,0.5083884087442806,4.237561981661066,0.015552600157089,0.116261510366018,0.5704973446027982,0.9998305659098611,XTIUSD,fut,0.5454044862982785,-0.21813991381222025,,0.58,-0.18,-0.72,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_sign,2000-10-31,2024-03-28,23.9,0.021654999287335303,0.010040239972224807,0.1525699939214417,0.14193485056101834,0.20792445468902848,-0.4865470493714429,0.02063570210773146,-0.32472567511893136,0.6934363286301067,0.5065669160432252,3.810744128100852,0.013668842767323861,0.2315322807585366,0.5031093969636826,1.0,XBRUSD,fut,0.37315050449987597,0.042503333578144877,,0.45,0.17,-0.51,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_sign,2000-10-31,2024-03-28,23.3,-0.030946321196235225,-0.041446215761851146,0.1507982972492285,-0.20521664873370146,-0.31305708363929613,-0.6918701755976594,-0.059904613934324585,-0.10722567411505718,-0.9916277068107565,0.49575118966689324,4.103398753604124,0.012998964402240533,-0.11903949418547069,0.3547874998866389,1.0,XNGUSD,fut,-0.13806013181780144,-0.23598286314271152,,-0.07,-0.1,-0.69,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_sign,2000-10-31,2024-03-28,24.0,-0.002215015144405464,-0.008385026251409577,0.1113122489058778,-0.019899114124254307,-0.028868781035023945,-0.500399836620278,-0.01675665265608879,-0.33781120908582146,-0.09746923193312038,0.5006615944426067,,,,,,PORT,fut,0.37553176580519176,-0.20400769291413845,,0.4,-0.05,-0.85,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_sign,2006-01-03,2024-03-28,18.3,-0.03035044594307301,-0.04104744045252573,0.15191871081028896,-0.19978082871552036,-0.2885495441333174,-0.6400555822496143,-0.06413105610024615,-0.23275693022010327,-0.8549473934786825,0.5029252437703142,4.252140309272529,0.015381445860076266,-0.09852611316227813,0.5654196460417854,1.0,XTIUSD,fut,-0.040813164752855714,-0.21813991381222025,,0.34,-0.18,-0.72,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2006-01-03,2024-03-28,18.7,0.005421902936940763,-0.006081696912904833,0.15159800900467701,0.03576500095574137,0.051720762443116235,-0.4865470493714429,-0.012499709782972919,-0.39389102053277847,0.15457173073983976,0.5049925642659868,3.749920120371586,0.013789192450366267,0.12673250129346286,0.5108545427289123,1.0,XBRUSD,fut,-0.024533025378045345,0.042503333578144877,,0.36,0.17,-0.51,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2006-01-03,2024-03-28,18.2,-0.04513286184374225,-0.054597193547461065,0.14823048047440743,-0.30447760608544083,-0.4586273081967056,-0.6855739431248955,-0.07963720630717544,-0.24974445086802277,-1.3003045912159068,0.4954308093994778,4.139203679541814,0.013264474650808605,-0.21503358897777614,0.36449976789968797,1.0,XNGUSD,fut,-0.8788936910770184,-0.23598286314271152,,-0.35,-0.1,-0.69,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2006-01-03,2024-03-28,18.7,-0.024197576977757082,-0.029652914864911617,0.10853555221500279,-0.2229460898657709,-0.31890063359173376,-0.5003998366202809,-0.0592584423392072,-0.4304708892572879,-0.9644650350785269,0.49787955894826125,,,,,,PORT,fut,-0.3877429155472524,-0.20400769291413845,,0.08,-0.05,-0.85,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2007-01-24,2026-09-22,19.3,0.011106285007119436,-9.043422091681297e-05,0.14959594079354605,0.0742418875017937,0.10808506630748822,-0.536435414142227,-0.00016858361422953302,-0.08028273892086196,0.3265397412957592,0.49723076923076925,3.2563818384651753,0.011752388658203168,0.15279666785905377,0.42416488685044335,1.0,XTIUSD,spot,,0.03754788544717552,,0.77,0.26,-0.44,B_wf_seasonal,1,1.0,2007-01-24,own
wf_seasonal_N10_sign,2007-01-24,2026-09-22,19.7,-0.020987491657681292,-0.031952188890664535,0.15142939876446812,-0.1385958857984046,-0.19559204758564983,-0.7656487951153684,-0.041732174195937916,-0.22184330405784242,-0.6153144980986331,0.49909402053553453,4.042819934195011,0.012869182193038077,-0.05360740082902919,0.45936641679550083,1.0,XBRUSD,spot,,-0.17990249692606977,,0.76,0.11,-0.81,B_wf_seasonal,1,1.0,2007-01-24,own
wf_seasonal_N10_sign,2007-01-24,2026-09-22,19.4,0.0067205031718701866,-0.004700686862334158,0.15094218058873676,0.044523692089629634,0.05623201609174489,-0.47311976903102293,-0.009935511407526769,-0.49108178795368035,0.19627091732889415,0.453493265993266,2.531304430095527,0.007779685201144042,0.09606686594665584,0.20938674343010732,0.9687563814580356,XNGUSD,spot,,0.05160852730972663,,0.59,-0.02,-0.04,B_wf_seasonal,1,1.0,2007-01-24,own
wf_seasonal_N10_sign,2007-01-24,2026-09-22,19.9,-0.0003376023234844802,-0.005549251493737528,0.1021500659594081,-0.0033049643219871727,-0.004608516639841811,-0.5059070752533166,-0.010968914579735657,-0.437419802446409,-0.01475530171047779,0.5046784789966156,,,,,,PORT,spot,,-0.03275127708351562,,1.04,0.21,-0.61,B_wf_seasonal,1,1.0,2007-01-24,own
wf_seasonal_N10_sign,2006-01-03,2026-09-22,20.3,0.007181233647040924,-0.003929330880464432,0.14907451381101985,0.04817210845406141,0.07053355393838423,-0.5364354141422276,-0.0073248908943633435,-0.07076491444914901,0.21705043119974518,0.49609069585613763,3.2075347754483032,0.01180512562419325,0.12735442402812697,0.42476124161120815,1.0,XTIUSD,spot,0.16466065924138668,0.03754788544717552,,0.46,0.26,-0.44,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2006-01-03,2026-09-22,20.7,-0.021620150154556345,-0.032482946866820406,0.15087764128397227,-0.14329591827237195,-0.20310113921319733,-0.7656487951153688,-0.042425387558960165,-0.21165548674412074,-0.6516195206683502,0.4985607369027058,3.985422950812928,0.012877042712177503,-0.057942431166007544,0.45825622347469813,1.0,XBRUSD,spot,0.26873829814696465,-0.17990249692606977,,0.52,0.11,-0.81,B_wf_seasonal,1,1.0,2006-01-01,common2006
