variant,symbol,year,auc,trend_auc,n
lr_y1_pooled,XNGUSD,2019,0.48518472601041407,0.4590255393007687,257
lr_y1_pooled,XNGUSD,2020,0.5323346729996347,0.48626842041164287,257
lr_y1_pooled,XNGUSD,2021,0.5530976239994958,0.5058927333459382,252
lr_y1_pooled,XNGUSD,2022,0.4554152315346345,0.503986477867075,251
lr_y1_pooled,XNGUSD,2023,0.4863313990973565,0.4349129593810445,251
lr_y1_pooled,XNGUSD,2024,0.47916666666666663,0.4814814814814815,60
lr_y1_pooled,XTIUSD,2005,0.45344827586206893,0.5327586206896552,251
lr_y1_pooled,XTIUSD,2006,0.5164355418592708,0.4847200821777093,250
lr_y1_pooled,XTIUSD,2007,0.6052800616649537,0.46332219938335045,251
lr_y1_pooled,XTIUSD,2008,0.489015873015873,0.5793015873015873,251
lr_y1_pooled,XTIUSD,2009,0.4608767681916657,0.4537402829106665,251
lr_y1_pooled,XTIUSD,2010,0.48200689789809337,0.5054987961215592,248
lr_y1_pooled,XTIUSD,2011,0.5153881189407248,0.48929663608562696,250
lr_y1_pooled,XTIUSD,2012,0.5194428688472931,0.49612403100775193,252
lr_y1_pooled,XTIUSD,2013,0.47669706180344484,0.42540526849037485,253
lr_y1_pooled,XTIUSD,2014,0.5802801724137933,0.5557314116379309,244
lr_y1_pooled,XTIUSD,2015,0.514676240866717,0.5198412698412699,255
lr_y1_pooled,XTIUSD,2016,0.5761597321855572,0.5086083213773314,259
lr_y1_pooled,XTIUSD,2017,0.5050305425799497,0.5074859264582584,259
lr_y1_pooled,XTIUSD,2018,0.5805933765384388,0.5282715975979547,260
lr_y1_pooled,XTIUSD,2019,0.44422274623616914,0.45976177519801675,260
lr_y1_pooled,XTIUSD,2020,0.4935585804569762,0.5108167233835683,257
lr_y1_pooled,XTIUSD,2021,0.48504593731673945,0.4910405942529484,252
lr_y1_pooled,XTIUSD,2022,0.5384912959381044,0.5141843971631206,251
lr_y1_pooled,XTIUSD,2023,0.48538569068496634,0.45660185538187825,251
lr_y1_pooled,XTIUSD,2024,0.5543981481481481,0.43634259259259256,60
lr_y5_per_instr,XBRUSD,2005,0.4627026342451875,0.44642857142857134,253
lr_y5_per_instr,XBRUSD,2006,0.5289256198347108,0.5109886746250383,256
lr_y5_per_instr,XBRUSD,2007,0.5001885369532428,0.5059074912016088,258
lr_y5_per_instr,XBRUSD,2008,0.6011797279402913,0.6232093415192007,259
lr_y5_per_instr,XBRUSD,2009,0.4890764647467726,0.3851787487586892,258
lr_y5_per_instr,XBRUSD,2010,0.5289723032069972,0.4442419825072886,259
lr_y5_per_instr,XBRUSD,2011,0.4219055772994129,0.46514187866927587,258
lr_y5_per_instr,XBRUSD,2012,0.4562890812890813,0.5051106301106301,258
lr_y5_per_instr,XBRUSD,2013,0.47720476045163257,0.43844980164784864,258
lr_y5_per_instr,XBRUSD,2014,0.5512702985856469,0.5981862231534836,258
lr_y5_per_instr,XBRUSD,2015,0.3853630646083476,0.4864366939838638,258
lr_y5_per_instr,XBRUSD,2016,0.4975980541197933,0.3826391000304044,258
lr_y5_per_instr,XBRUSD,2017,0.464935064935065,0.5367965367965367,257
lr_y5_per_instr,XBRUSD,2018,0.5532451923076922,0.5703725961538462,258
lr_y5_per_instr,XBRUSD,2019,0.474356467904855,0.4366894753991528,258
lr_y5_per_instr,XBRUSD,2020,0.42380095923261385,0.4642685851318945,259
lr_y5_per_instr,XBRUSD,2021,0.6028270874424722,0.4520381328073636,259
lr_y5_per_instr,XBRUSD,2022,0.516364734299517,0.5718599033816424,258
lr_y5_per_instr,XBRUSD,2023,0.5208637469586375,0.341727493917275,257
lr_y5_per_instr,XBRUSD,2024,0.3988095238095238,0.4166666666666667,58
lr_y5_per_instr,XNGUSD,2005,0.5827980472764644,0.42632322713257964,251
lr_y5_per_instr,XNGUSD,2006,0.48393491933278643,0.35384194695105275,251
lr_y5_per_instr,XNGUSD,2007,0.478808914870296,0.4251918158567774,257
lr_y5_per_instr,XNGUSD,2008,0.5506115014311735,0.625520426749935,248
lr_y5_per_instr,XNGUSD,2009,0.4998675145733969,0.45945945945945943,250
lr_y5_per_instr,XNGUSD,2010,0.3640816326530612,0.47846938775510195,248
lr_y5_per_instr,XNGUSD,2011,0.5495337207730775,0.49547236112988235,249
lr_y5_per_instr,XNGUSD,2012,0.42379134860050893,0.5223918575063613,251
lr_y5_per_instr,XNGUSD,2013,0.48926183127572015,0.38586676954732513,252
lr_y5_per_instr,XNGUSD,2014,0.6114820633673738,0.4983634459282535,248
lr_y5_per_instr,XNGUSD,2015,0.4620478858889455,0.4552024961793174,255
lr_y5_per_instr,XNGUSD,2016,0.5015323598341446,0.44570638783726946,258
lr_y5_per_instr,XNGUSD,2017,0.5139647272955501,0.3931463001318019,254
lr_y5_per_instr,XNGUSD,2018,0.5712864721485411,0.3357427055702918,246
lr_y5_per_instr,XNGUSD,2019,0.5329876296388854,0.4146257653379982,257
lr_y5_per_instr,XNGUSD,2020,0.4778685526155347,0.5089928057553956,257
lr_y5_per_instr,XNGUSD,2021,0.54694728611455,0.47833452792076625,252
lr_y5_per_instr,XNGUSD,2022,0.5548128342245988,0.488540870893812,251
lr_y5_per_instr,XNGUSD,2023,0.42591813849172977,0.3810274740678441,251
lr_y5_per_instr,XNGUSD,2024,0.34531249999999997,0.18125,56
lr_y5_per_instr,XTIUSD,2005,0.48770600744284953,0.459662413609782,251
lr_y5_per_instr,XTIUSD,2006,0.5247182377049181,0.5176741803278688,250
lr_y5_per_instr,XTIUSD,2007,0.5267707752370329,0.5250976017847183,251
lr_y5_per_instr,XTIUSD,2008,0.48545477642276424,0.6196646341463413,251
lr_y5_per_instr,XTIUSD,2009,0.4947552447552448,0.4527324527324527,251
lr_y5_per_instr,XTIUSD,2010,0.5137867647058824,0.40283613445378147,248
lr_y5_per_instr,XTIUSD,2011,0.4188836724047992,0.4504434011476265,250
lr_y5_per_instr,XTIUSD,2012,0.4356841242831033,0.4782882712548056,252
lr_y5_per_instr,XTIUSD,2013,0.5178481649069885,0.3797134238310709,253
lr_y5_per_instr,XTIUSD,2014,0.5157967032967034,0.5655906593406593,244
lr_y5_per_instr,XTIUSD,2015,0.4897164026571283,0.4662749105774144,255
lr_y5_per_instr,XTIUSD,2016,0.5612844036697248,0.4606116207951071,259
lr_y5_per_instr,XTIUSD,2017,0.4196204797708557,0.4757727652464494,259
lr_y5_per_instr,XTIUSD,2018,0.5695925136223644,0.5317460317460317,260
lr_y5_per_instr,XTIUSD,2019,0.49340483234713994,0.4313979289940829,260
lr_y5_per_instr,XTIUSD,2020,0.4457079970652972,0.48159696747371,257
lr_y5_per_instr,XTIUSD,2021,0.5725386754117059,0.42425322592143727,252
lr_y5_per_instr,XTIUSD,2022,0.48962735305416827,0.5065949545396338,251
lr_y5_per_instr,XTIUSD,2023,0.47742966751918164,0.34884910485933507,251
lr_y5_per_instr,XTIUSD,2024,0.47662141779788847,0.38310708898944196,56
lr_y5_pooled,XBRUSD,2005,0.49341438703140833,0.44642857142857134,253
lr_y5_pooled,XBRUSD,2006,0.5452708907254362,0.5109886746250383,256
lr_y5_pooled,XBRUSD,2007,0.48246606334841635,0.5059074912016088,258
lr_y5_pooled,XBRUSD,2008,0.5437582761526424,0.6232093415192007,259
lr_y5_pooled,XBRUSD,2009,0.4907522343594836,0.3851787487586892,258
lr_y5_pooled,XBRUSD,2010,0.5509596695821186,0.4442419825072886,259
lr_y5_pooled,XBRUSD,2011,0.4608610567514677,0.46514187866927587,258
lr_y5_pooled,XBRUSD,2012,0.46194083694083704,0.5051106301106301,258
lr_y5_pooled,XBRUSD,2013,0.47165090021361,0.43844980164784864,258
lr_y5_pooled,XBRUSD,2014,0.593177056050288,0.5981862231534836,258
lr_y5_pooled,XBRUSD,2015,0.403214535290007,0.4864366939838638,258
lr_y5_pooled,XBRUSD,2016,0.5456369717239282,0.3826391000304044,258
lr_y5_pooled,XBRUSD,2017,0.4514533085961657,0.5367965367965367,257
lr_y5_pooled,XBRUSD,2018,0.5787860576923077,0.5703725961538462,258
lr_y5_pooled,XBRUSD,2019,0.5020527859237537,0.4366894753991528,258
lr_y5_pooled,XBRUSD,2020,0.4947242206235012,0.4642685851318945,259
lr_y5_pooled,XBRUSD,2021,0.5687705456936226,0.4520381328073636,259
lr_y5_pooled,XBRUSD,2022,0.5142512077294686,0.5718599033816424,258
lr_y5_pooled,XBRUSD,2023,0.5465936739659367,0.341727493917275,257
lr_y5_pooled,XBRUSD,2024,0.40922619047619047,0.4166666666666667,58
lr_y5_pooled,XNGUSD,2005,0.5754753340184995,0.42632322713257964,251
lr_y5_pooled,XNGUSD,2006,0.4692370795734208,0.35384194695105275,251
lr_y5_pooled,XNGUSD,2007,0.5168676166118622,0.4251918158567774,257
lr_y5_pooled,XNGUSD,2008,0.45420244600572474,0.625520426749935,248
lr_y5_pooled,XNGUSD,2009,0.46025437201907793,0.45945945945945943,250
lr_y5_pooled,XNGUSD,2010,0.4160544217687075,0.47846938775510195,248
lr_y5_pooled,XNGUSD,2011,0.5649412082713879,0.49547236112988235,249
lr_y5_pooled,XNGUSD,2012,0.5033078880407125,0.5223918575063613,251
lr_y5_pooled,XNGUSD,2013,0.5202546296296297,0.38586676954732513,252
lr_y5_pooled,XNGUSD,2014,0.49378109452736313,0.4983634459282535,248
lr_y5_pooled,XNGUSD,2015,0.5172567498726439,0.4552024961793174,255
lr_y5_pooled,XNGUSD,2016,0.5210023436091582,0.44570638783726946,258
lr_y5_pooled,XNGUSD,2017,0.5660578673194001,0.3931463001318019,254
lr_y5_pooled,XNGUSD,2018,0.4742042440318302,0.3357427055702918,246
lr_y5_pooled,XNGUSD,2019,0.5208046982381607,0.4146257653379982,257
lr_y5_pooled,XNGUSD,2020,0.5107913669064749,0.5089928057553956,257
lr_y5_pooled,XNGUSD,2021,0.5339154232097478,0.47833452792076625,252
lr_y5_pooled,XNGUSD,2022,0.4973898650369239,0.488540870893812,251
lr_y5_pooled,XNGUSD,2023,0.47336697504906083,0.3810274740678441,251
lr_y5_pooled,XNGUSD,2024,0.5734375,0.18125,56
lr_y5_pooled,XTIUSD,2005,0.4301568314726209,0.459662413609782,251
lr_y5_pooled,XTIUSD,2006,0.49494108606557374,0.5176741803278688,250
lr_y5_pooled,XTIUSD,2007,0.47413552704963746,0.5250976017847183,251
lr_y5_pooled,XTIUSD,2008,0.5062881097560976,0.6196646341463413,251
lr_y5_pooled,XTIUSD,2009,0.5231805231805232,0.4527324527324527,251
lr_y5_pooled,XTIUSD,2010,0.4793198529411765,0.40283613445378147,248
lr_y5_pooled,XTIUSD,2011,0.4381846635367762,0.4504434011476265,250
lr_y5_pooled,XTIUSD,2012,0.37877355517741224,0.4782882712548056,252
lr_y5_pooled,XTIUSD,2013,0.5230643539467069,0.3797134238310709,253
lr_y5_pooled,XTIUSD,2014,0.5785714285714286,0.5655906593406593,244
lr_y5_pooled,XTIUSD,2015,0.522100153295861,0.4662749105774144,255
lr_y5_pooled,XTIUSD,2016,0.6073394495412845,0.4606116207951071,259
lr_y5_pooled,XTIUSD,2017,0.4527986633249791,0.4757727652464494,259
lr_y5_pooled,XTIUSD,2018,0.5864723999052357,0.5317460317460317,260
lr_y5_pooled,XTIUSD,2019,0.5232371794871794,0.4313979289940829,260
lr_y5_pooled,XTIUSD,2020,0.46313279530447543,0.48159696747371,257
lr_y5_pooled,XTIUSD,2021,0.527411420831254,0.42425322592143727,252
lr_y5_pooled,XTIUSD,2022,0.49961582789089515,0.5065949545396338,251
lr_y5_pooled,XTIUSD,2023,0.5072890025575447,0.34884910485933507,251
lr_y5_pooled,XTIUSD,2024,0.49321266968325794,0.38310708898944196,56
