name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start
crude_short_OctDec,1990-08-23,2024-03-28,34.4,0.018183999396574033,0.015616734395132115,0.0733971561116941,0.24774801041203887,0.20268833265432706,-0.2648681365161686,0.05896041177523371,0.7424519009975968,1.4523418471157323,0.49466192170818507,,,,,,PORT,fut,0.2769756908517224,0.21627858013892476,0.6,0.08,0.28,-0.13,C_fixed_month_rule,1,1.0,
crude_short_OctDec,1987-02-24,2026-09-22,36.7,0.015633692524678538,0.013015668287205795,0.07360686982726926,0.21239447569724937,0.17440764523970176,-0.26848287357780454,0.04847857933639831,0.8956901494416898,1.2864603461839335,0.47723367697594504,1.131954020772839,0.0031974371275577075,0.25580230483451727,0.10678478233472917,0.24759329367225527,XTIUSD,spot,0.23110640071693395,0.1926856677466495,0.61,0.13,0.23,0.01,C_fixed_month_rule,1,1.0,
crude_short_OctDec,1988-06-01,2026-09-22,35.0,0.01978593482779511,0.017018750725905196,0.07631324608667023,0.25927261442035754,0.19577751900146392,-0.23679426932986236,0.07187146367211068,0.24718600924491785,1.5348336739988353,0.4915026833631485,1.2314021186599093,0.003487735484912175,0.3049584724178484,0.11276660941287354,0.24889593477522365,XBRUSD,spot,0.1510948486299579,0.3643875535938827,0.65,0.27,0.42,0.05,C_fixed_month_rule,1,1.0,
crude_short_OctDec,1987-02-24,2026-09-22,39.4,0.01649242758806046,0.014282315562984316,0.06805104486469164,0.24235377459454074,0.19292029752812848,-0.23230233819724877,0.061481583327229146,0.7334340106091779,1.5209494335302354,0.49479583666933546,,,,,,PORT,spot,0.16992988890264435,0.3230841384922853,0.63,0.16,0.36,0.1,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1991-10-29,2024-03-28,32.4,0.005447112041569279,0.002294534810857396,0.07951569338200834,0.06850360991509347,0.052669123346974475,-0.30414283172639456,0.007544267270193462,0.6397531502860201,0.38981474895449153,0.48664400194269064,1.675577496371551,0.004307604590838372,0.12266927523189612,0.15184981137021406,0.2482843137254902,XTIUSD,fut,-0.09892562276446618,0.23864573415827817,-0.01,0.01,0.25,-0.03,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1990-08-23,2024-03-28,34.1,0.011513154142073517,0.008352087938053643,0.07999102041470192,0.14393058223767152,0.11424143368335227,-0.30047507449617217,0.027796275454988004,0.3794938098188165,0.8403779936934762,0.4977718360071301,1.4105189827391578,0.003876107097909442,0.19238261352269614,0.13953942659418928,0.2572459550692585,XBRUSD,fut,-0.01510614795214802,0.31274031478935443,-0.13,0.3,0.27,0.06,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1990-08-23,2024-03-28,34.4,0.006646299598937078,0.0036611117925819947,0.07740981518250553,0.0858586160329592,0.06706328163885066,-0.30165657362073817,0.0121366882499467,0.48794239499051684,0.5033181125964312,0.4919786096256685,,,,,,PORT,fut,-0.10745223254345207,0.2931889555423144,-0.16,0.14,0.28,0.02,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1987-02-24,2026-09-22,36.7,0.010563777282495924,0.0077432582110903425,0.07556312933186622,0.13980068554467615,0.10827350368516978,-0.20728383626487235,0.03735582257941144,0.5708517322128106,0.8467642001146664,0.4763339070567986,1.1396549513867476,0.0032188611154767535,0.1823823220331362,0.10756920078812575,0.24716062736614386,XTIUSD,spot,0.043533289654796366,0.23548909390165057,0.02,0.21,0.25,0.12,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1988-06-01,2026-09-22,35.0,0.008627007623681857,0.005562790849039656,0.07853251410396772,0.10985268614042744,0.08509347724859179,-0.3157883898450584,0.01761556481468188,0.4425335848461585,0.6503023940437985,0.4844366505918457,1.2597673713225992,0.003565578530293475,0.1552551108435993,0.11674976647941025,0.2539916204280376,XBRUSD,spot,-0.07852896356349418,0.28721732002595163,-0.23,0.38,0.29,0.01,C_fixed_month_rule,1,1.0,
crude_short_SepNov,1987-02-24,2026-09-22,39.4,0.008534297908443629,0.00609003280966447,0.07024282040936233,0.12149708480820244,0.09464094883308731,-0.33345180603164704,0.018263607212511187,0.6454891689127468,0.762484193298688,0.4908946951702296,,,,,,PORT,spot,-0.06325384362303271,0.31963185572957875,-0.25,0.34,0.33,0.14,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1991-10-29,2024-03-28,32.4,0.0055845447900001325,0.003800333135722145,0.059949153567132284,0.09315468956115361,0.06236911550342934,-0.2645292684488164,0.01436639944610692,1.2726398135892318,0.530089902856547,0.4752688172043011,1.6342456162871972,0.003234817356576892,0.14709889693589326,0.10748616950730794,0.16691176470588234,XTIUSD,fut,0.14371320214493444,0.04358797551711261,0.44,-0.07,0.13,-0.23,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1990-08-23,2024-03-28,34.1,0.01487753405885358,0.012893715544169959,0.06435002554941631,0.23119701867761772,0.15160270691373312,-0.2270756536381784,0.05678158506906585,0.8364647118290616,1.349906904311518,0.49727520435967304,1.3020196075586754,0.002634025164116428,0.2721171349778455,0.08732301048973058,0.16691886858340124,XBRUSD,fut,0.2595713810691022,0.20066372300517743,0.46,0.12,0.28,-0.1,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1990-08-23,2024-03-28,34.4,0.010187157203919023,0.008438496057405764,0.05980800794730939,0.17033099000544988,0.11285190936382374,-0.22637255444679982,0.03727702803030793,1.0494495275936093,0.9985098335770348,0.4852941176470588,,,,,,PORT,fut,0.20178717254065429,0.13743758686765362,0.45,0.03,0.21,-0.14,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1987-02-24,2026-09-22,36.7,0.009070298833190696,0.0072685359353124035,0.060555331651613066,0.1497853052044028,0.09940408620800883,-0.22454038603084303,0.032370728775330385,1.229229596329344,0.9072404305900582,0.4668400520156047,1.0899880275782048,0.002222211962290812,0.18647503200334226,0.06972826172339006,0.16214169821525148,XTIUSD,spot,0.16535062170525833,0.13339868491682927,0.52,0.06,0.13,0.03,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1988-06-01,2026-09-22,35.0,0.008235743776700095,0.006327763449800239,0.062098551134716705,0.13262376699954656,0.07895079313260028,-0.2056877069314682,0.03076393598917677,0.1248596116998081,0.7851019052612168,0.48542372881355933,1.1845277245205033,0.0024364419065978707,0.1718874543052385,0.07356181943137792,0.16272222851319215,XBRUSD,spot,-0.004429316313265574,0.2642311665650209,0.41,0.1,0.33,-0.0,C_fixed_month_rule,1,1.0,
crude_short_NovDec,1987-02-24,2026-09-22,39.4,0.008033831532683586,0.006525743995422717,0.055367419848261906,0.1451003415853734,0.09381858510272013,-0.25666687485256057,0.025424955983008552,1.0479573311992403,0.9106121111937846,0.4861111111111111,,,,,,PORT,spot,0.05296439308934574,0.2452021205672821,0.5,0.0,0.25,0.11,C_fixed_month_rule,1,1.0,
crude_FebMay_long_OctDec_short,1991-10-29,2024-03-28,32.4,0.052202781949927286,0.046495098955095626,0.11613901647283452,0.449485311098168,0.4955259877471391,-0.36233910243177536,0.1283192971530037,-0.24101243724127402,2.5577630714882718,0.5124378109452736,3.1549484041448146,0.01016484897839439,0.53690561704811,0.3683084484260816,0.5832107843137255,XTIUSD,fut,0.6028077036380038,0.3048359026412877,0.75,0.68,0.17,0.05,C_fixed_month_rule,1,1.0,
crude_FebMay_long_OctDec_short,1990-08-23,2024-03-28,34.1,0.06559342799662206,0.06039819945076497,0.11777806405906362,0.5569239783371555,0.6298099141422407,-0.39999095473597357,0.15099891318950617,-0.18328886672772965,3.2517526732568807,0.5154455445544555,2.519596543042463,0.008341731814469365,0.6276879973462451,0.301703838332532,0.5800256081946222,XBRUSD,fut,0.6864170610879946,0.42824882889559507,0.8,0.78,0.35,0.1,C_fixed_month_rule,1,1.0,
crude_FebMay_long_OctDec_short,1990-08-23,2024-03-28,34.4,0.05804965196872466,0.053066976740776095,0.1125142633208956,0.5159314939756972,0.5732040363067522,-0.3794547837818081,0.13985059355923252,-0.2604099681971686,3.0244799855290063,0.5159584883493245,,,,,,PORT,fut,0.6503235333381729,0.3838646883217008,0.78,0.73,0.27,0.12,C_fixed_month_rule,1,1.0,
