name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,setting
trend,1991-08-09,2024-03-28,32.5,0.07173032918704747,0.0546288257060652,0.19246246381456064,0.37269776020409,0.4703674819051073,-0.4141223927011677,0.13191468674210421,-0.06657637996857381,2.12574158912414,0.5138888888888888,2.8329567431870184,0.012046459192723484,0.4352812538596281,0.3667758909271776,0.966089290070749,XNGUSD,fut,0.2758642657638632,0.4690490932257643,0.19,0.43,0.22,0.79,buffer=0.25
trend,1990-08-23,2024-03-28,34.4,0.07457769596676601,0.06709295546808702,0.13868654307697242,0.5377428430484034,0.6817607356432064,-0.33466550718407095,0.20047765314273905,-0.2638777723042348,3.1527058910860775,0.5226160639694474,,,,,,PORT,fut,0.571393208315487,0.5004002479471763,0.56,0.6,0.29,0.82,buffer=0.25
trend,1991-10-29,2024-03-28,32.4,0.12133356229985667,0.07688496770284647,0.3062175280298988,0.39623323681200173,0.4727504259132822,-0.6384975534038158,0.12041544606236074,-0.44955155950020026,2.254736063205105,0.5150976909413855,10.335950246695175,0.02734079966905329,0.4854041754682923,0.9653304893559973,0.9659313725490196,XTIUSD,fut,0.5582779030522423,0.21151677178612052,0.27,0.81,-0.02,0.43,target_vol=0.25
trend,1990-08-23,2024-03-28,34.1,0.1508188800964766,0.10808287760874391,0.3096950178659141,0.48699162529561685,0.5987900232565526,-0.5921347488549553,0.1825308813876401,-0.2133627925564022,2.8434335403135687,0.50920245398773,8.900610903029671,0.023833641497644817,0.5637899341428039,0.8393004268662937,0.9676405540682109,XBRUSD,fut,0.5185711570562566,0.45265557366736375,0.69,0.39,0.39,0.47,target_vol=0.25
trend,1991-08-09,2024-03-28,32.5,0.1213678931859103,0.0723203711836733,0.32077204742703264,0.37836181225709314,0.4785768665328844,-0.6481770671910232,0.11157502300580449,-0.023887260923364604,2.1580474205448583,0.5103535353535353,6.469584454246101,0.02192035792573933,0.44669037335524653,0.6145021506007259,0.966089290070749,XNGUSD,fut,0.31475494634322393,0.44204792636613827,0.24,0.44,0.19,0.79,target_vol=0.25
trend,1990-08-23,2024-03-28,34.4,0.13456435828767524,0.11369248682584643,0.23149341914425967,0.5812880503692367,0.7392030573689343,-0.4773176755680657,0.23819039739213227,-0.21850733931983068,3.408004931182458,0.5235708318415085,,,,,,PORT,fut,0.621391632794683,0.5366041779752632,0.59,0.67,0.32,0.86,target_vol=0.25
crack,1991-10-29,2024-03-28,32.4,0.045423313018090467,0.04228541944706232,0.08949390095136185,0.5075576384001534,0.6420712025993165,-0.29534572763147127,0.14317261260615066,0.01331401900704503,2.8882193746887075,0.5113970588235294,6.7002981197440965,0.009553350839995069,0.6141031507527955,0.3006511438564888,1.0,XTIUSD,fut,0.33736573658365776,0.6674166159677037,0.45,0.53,0.44,0.7,base
crack,1990-08-23,2024-03-28,34.1,0.06040520149265457,0.058074711352515296,0.08890777990688924,0.6794141250171283,0.8691054444234646,-0.3132011305745175,0.18542305784780058,0.26038405462642306,3.9669448312664577,0.5073476270778126,5.3561912821818805,0.007890323101736072,0.7679609959546253,0.2442013792029013,0.9663601443370969,XBRUSD,fut,0.5439581729412214,0.8107396688229926,0.86,0.54,0.56,0.88,base
crack,1990-08-23,2024-03-28,34.4,0.05207681548579252,0.04957717824512331,0.08586951634611598,0.6064645255003587,0.763619284466594,-0.29952459883474447,0.16551955478112945,0.12185450396130242,3.555200333235679,0.5135587146099629,,,,,,PORT,fut,0.4446070974528693,0.7648884444896754,0.7,0.5,0.51,0.84,base
crack,1991-10-29,2024-03-28,32.4,0.04341322358216724,0.04019291928835478,0.08949211921890729,0.4851066659397556,0.6141815711395,-0.3010876678348734,0.13349241294863637,0.014231753080350422,2.760463768753758,0.5099264705882353,6.7002981197440965,0.011563440275918298,0.6141031507527955,0.3006511438564888,1.0,XTIUSD,fut,0.3096352869969955,0.6498909796606079,0.42,0.5,0.42,0.69,cost_mult=2.0
crack,1990-08-23,2024-03-28,34.1,0.0585305345438909,0.056093410855623915,0.08890818260102976,0.6583256212371726,0.8431983764603573,-0.3187424207982833,0.17598351269071502,0.26112863853013885,3.843813845335117,0.5049385690195134,5.3561912821818805,0.009764990050499729,0.7679609959546253,0.2442013792029013,0.9663601443370969,XBRUSD,fut,0.5196235376326485,0.7927273849771294,0.83,0.52,0.54,0.87,cost_mult=2.0
crack,1990-08-23,2024-03-28,34.4,0.05017414348491352,0.04758248598790593,0.08586893240683649,0.5843107871330526,0.7365576589299513,-0.3053248926029154,0.15584214435404206,0.12268288704600555,3.425331272945827,0.5114084338788675,,,,,,PORT,fut,0.4183861675404437,0.7466363113013261,0.67,0.48,0.49,0.83,cost_mult=2.0
crack,1991-10-29,2024-03-28,32.4,0.04140313414624401,0.03810453741172881,0.0894910481839405,0.4626511252962836,0.58636711843533,-0.30678305134705763,0.12420678797089706,0.01514924868968567,2.6326821679093366,0.5079656862745098,6.7002981197440965,0.013573529711841528,0.6141031507527955,0.3006511438564888,1.0,XTIUSD,fut,0.28189746809191213,0.6323630441556894,0.38,0.48,0.4,0.67,cost_mult=3.0
crack,1990-08-23,2024-03-28,34.1,0.05665586759512725,0.054115742057706084,0.0889092648925617,0.6372324376271744,0.8171794473455053,-0.3242392373024823,0.1669006580077216,0.2618650708287508,3.720655534938601,0.5026499638641291,5.3561912821818805,0.011639656999263387,0.7679609959546253,0.2442013792029013,0.9663601443370969,XBRUSD,fut,0.4952837269786479,0.7747112057437489,0.81,0.49,0.52,0.85,cost_mult=3.0
crack,1990-08-23,2024-03-28,34.4,0.04827147148403453,0.045591507490367,0.08586904001324183,0.5621522201318497,0.7096128853711482,-0.3110773904768762,0.14656001652989314,0.12350686830784284,3.295433906365801,0.50866085294469,,,,,,PORT,fut,0.39215867544342525,0.7283810112001666,0.64,0.46,0.47,0.81,cost_mult=3.0
crack,1991-10-29,2024-03-28,32.4,0.037880051614018626,0.03445586546447732,0.08946967978788091,0.42338423143825377,0.534681090490416,-0.306262162884675,0.1125044802790474,0.0014124412510252546,2.409236799257049,0.5095588235294117,6.7002981197440965,0.01709661224406691,0.6141031507527955,0.3006511438564888,1.0,XTIUSD,fut,0.24256071039122906,0.5931490771185187,0.34,0.45,0.36,0.64,fin=0.05
crack,1990-08-23,2024-03-28,34.1,0.05438954533968216,0.05173186525661633,0.0888866886364391,0.611897531273149,0.7817866020451669,-0.32204101720090106,0.1606375042106642,0.2506655696327136,3.5727307684212914,0.5054203806311732,5.3561912821818805,0.013905979254708486,0.7679609959546253,0.2442013792029013,0.9663601443370969,XBRUSD,fut,0.4735192519994206,0.7458745964719101,0.78,0.48,0.49,0.83,fin=0.05
crack,1990-08-23,2024-03-28,34.4,0.045352897200274536,0.04254664859241353,0.08584636304870975,0.5283030706209537,0.6645392750386973,-0.3098637551715966,0.13730760013817045,0.11083334980026306,3.0970043155804277,0.5104527535539362,,,,,,PORT,fut,0.3599032519074341,0.6929032082547437,0.61,0.44,0.42,0.79,fin=0.05
crack,1991-10-29,2024-03-28,32.4,0.052966574422162314,0.0501737246025149,0.08952101541069428,0.5916663721827586,0.74864189475058,-0.2842580044876497,0.17650769304790087,0.025223386771889178,3.36683393215486,0.5147004551605363,6.7002981197440965,0.002010089435923229,0.6141031507527955,0.3006511438564888,1.0,XTIUSD,fut,0.432087644540259,0.7416341498706048,0.56,0.6,0.53,0.76,fin=0.0
crack,1990-08-23,2024-03-28,34.1,0.06642085764562697,0.06445548455004513,0.0889306982814162,0.7468833476989227,0.955584378203319,-0.3042463000569636,0.2118529774658795,0.27008976003670576,4.360882305233992,0.5100289995166747,5.3561912821818805,0.0018746669487636582,0.7679609959546253,0.2442013792029013,0.9663601443370969,XBRUSD,fut,0.6143322043660682,0.8755720891226787,0.93,0.6,0.64,0.93,fin=0.0
