name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,setting
crack,1991-10-29,2024-03-28,32.4,0.07570552169681743,0.06670230932567645,0.1491565015856031,0.5075576384001533,0.6420712025993163,-0.44675912412454044,0.1493026235477224,0.013314019007044904,2.888219374688707,0.5113970588235294,11.167163532906828,0.015922251399991785,0.6141031507527953,0.5010852397608148,1.0,XTIUSD,fut,0.33736573658365776,0.6674166159677039,0.45,0.53,0.44,0.7,target_vol=0.25
crack,1990-08-23,2024-03-28,34.1,0.10067533582109096,0.09384327846139895,0.14817963317814872,0.6794141250171284,0.8691054444234646,-0.4695836648445032,0.19984357524973528,0.26038405462642356,3.966944831266458,0.5073476270778126,8.926985470303135,0.013150538502893452,0.7679609959546251,0.4070022986715021,0.9663601443370969,XBRUSD,fut,0.5439581729412212,0.8107396688229925,0.86,0.54,0.56,0.88,target_vol=0.25
crack,1990-08-23,2024-03-28,34.4,0.08679469247632086,0.07955410480487868,0.14311586057686,0.6064645255003586,0.7636192844665939,-0.4519579511845101,0.17602103159459853,0.12185450396130257,3.5552003332356787,0.5135587146099629,,,,,,PORT,fut,0.4446070974528692,0.7648884444896754,0.7,0.5,0.51,0.84,target_vol=0.25
trend+crack,1991-10-29,2024-03-28,32.4,0.08323755305073864,0.07341357382780078,0.1571566815246233,0.5296469246056013,0.6270215779328271,-0.29624013014959494,0.24781778819341085,-0.3620174050759691,3.013916831617373,0.5208069018015732,7.599027055516096,0.014490274335747278,0.6216264753204377,0.4855831917649696,0.9659313725490196,XTIUSD,fut,0.5431778625052559,0.5160480042562142,0.41,0.82,0.3,0.58,base
trend+crack,1990-08-23,2024-03-28,34.1,0.10585802204269883,0.09680027752777542,0.16394686398230707,0.6456849461550108,0.7955907729576686,-0.3247636873713329,0.29806373462281377,-0.014487167216784474,3.7700078132929713,0.5144543483497952,6.343310619167363,0.012825859997416852,0.7236807362626991,0.4290795924690821,0.9663601443370969,XBRUSD,fut,0.5937502311165964,0.6980043733297732,0.83,0.54,0.56,0.68,base
trend+crack,1991-08-09,2024-03-28,32.5,0.07282073591154617,0.055785195401308885,0.1924632284562196,0.37836181225709303,0.4785768665328843,-0.4408973158333802,0.12652650265258295,-0.023887260923364666,2.1580474205448574,0.5103535353535353,3.8817506725476605,0.013152214755443595,0.44669037335524664,0.3687012903604355,0.966089290070749,XNGUSD,fut,0.3147549463432239,0.44204792636613843,0.24,0.44,0.19,0.79,base
trend+crack,1990-08-23,2024-03-28,34.4,0.08652084631345784,0.08178779958420779,0.1256061292331033,0.6888266268669906,0.8821428936176317,-0.23777447756951342,0.34397215554935706,-0.14972478895780472,4.038487527141363,0.5254541108986616,,,,,,PORT,fut,0.6169073433552668,0.7641083348316274,0.69,0.71,0.49,1.01,base
trend+crack,1991-10-29,2024-03-28,32.4,0.08095784493408381,0.07097032451796226,0.15715398281512877,0.5151498134751074,0.610290891770451,-0.3044436744874861,0.23311479418134348,-0.3617818084214618,2.9314220880133033,0.5195381882770871,7.599027055516096,0.016769982452402105,0.6216264753204377,0.4855831917649696,0.9659313725490196,XTIUSD,fut,0.5267452427338387,0.5034958671235841,0.39,0.81,0.28,0.57,cost_mult=2.0
trend+crack,1990-08-23,2024-03-28,34.1,0.10363786332599027,0.09436864606053863,0.16394705034278612,0.6321422868499352,0.7798940275941647,-0.33115828722901175,0.2849653766788515,-0.014288214191664686,3.6909353001471517,0.512045290291496,6.343310619167363,0.01504601871412543,0.7236807362626991,0.4290795924690821,0.9663601443370969,XBRUSD,fut,0.5788956481120437,0.6857709922454024,0.81,0.52,0.54,0.67,cost_mult=2.0
trend+crack,1991-08-09,2024-03-28,32.5,0.06893898523899851,0.051693853357781094,0.19247093403931892,0.3581786807607808,0.453378792273294,-0.4566987348486954,0.1131902705509077,-0.0237259907532191,2.042929685474548,0.508459595959596,3.8817506725476605,0.01703396542799126,0.44669037335524664,0.3687012903604355,0.966089290070749,XNGUSD,fut,0.29403951134066686,0.4223992718294257,0.21,0.42,0.17,0.78,cost_mult=2.0
trend+crack,1990-08-23,2024-03-28,34.4,0.08380161019649976,0.07885095085046734,0.1256062635120627,0.6671770009976598,0.8546814427024519,-0.24121482838022867,0.3268909767279067,-0.14966561799013264,3.9115590074959514,0.5246175908221797,,,,,,PORT,fut,0.594121834735385,0.7436439657053862,0.66,0.69,0.47,1.0,cost_mult=2.0
trend+crack,1991-10-29,2024-03-28,32.4,0.078678136817429,0.06853252695426337,0.1571518052421985,0.50065054420579,0.5936918325266884,-0.3126402310317983,0.2192057200318951,-0.36154220734908493,2.848915063679142,0.5177619893428064,7.599027055516096,0.019049690569056935,0.6216264753204377,0.4855831917649696,0.9659313725490196,XTIUSD,fut,0.5103090529286134,0.49094284061996374,0.38,0.79,0.27,0.56,cost_mult=3.0
trend+crack,1990-08-23,2024-03-28,34.1,0.10141770460928169,0.09194230489677024,0.1639476794393362,0.6185979878221345,0.7640233853760946,-0.33749260936444947,0.272427609807254,-0.01409031098130896,3.6118532130326,0.5099975909419417,6.343310619167363,0.017266177430834008,0.7236807362626991,0.4290795924690821,0.9663601443370969,XBRUSD,fut,0.5640391285385634,0.6735362994412194,0.8,0.51,0.53,0.66,cost_mult=3.0
trend+crack,1991-08-09,2024-03-28,32.5,0.06505723456645085,0.04761816874274749,0.19247930448219067,0.337995997759179,0.42810981884617344,-0.47205420936180464,0.10087436527072821,-0.023566556912072725,1.9278145084659177,0.5068181818181818,3.8817506725476605,0.02091571610053892,0.44669037335524664,0.3687012903604355,0.966089290070749,XNGUSD,fut,0.27332424391012705,0.40275142485591603,0.19,0.41,0.14,0.76,cost_mult=3.0
trend+crack,1990-08-23,2024-03-28,34.4,0.0810823740795417,0.07592199335127403,0.1256067689881089,0.6455255137341978,0.8272593709053165,-0.24463973650095905,0.3103420337070891,-0.14960643930285547,3.7846195747750446,0.5235420650095602,,,,,,PORT,fut,0.5713324900074703,0.7231796749698023,0.64,0.67,0.44,0.98,cost_mult=3.0
trend+crack,1991-10-29,2024-03-28,32.4,0.0710269868316462,0.06039578444070126,0.1571082920791964,0.45208935754862856,0.5344622315024815,-0.32956590407666664,0.18325859469568018,-0.3767813307427244,2.572581206103517,0.5187769601623954,7.599027055516096,0.02670084055483973,0.6216264753204377,0.4855831917649696,0.9659313725490196,XTIUSD,fut,0.45574675955523214,0.4484109814440806,0.32,0.74,0.22,0.52,fin=0.05
trend+crack,1990-08-23,2024-03-28,34.1,0.09525232076199056,0.08524056168482042,0.16389687607192643,0.5811722776228444,0.7153728795705263,-0.3429116684078397,0.24857877272184312,-0.025489445609155153,3.3933329877902896,0.5124066490002409,6.343310619167363,0.023431561278125127,0.7236807362626991,0.4290795924690821,0.9663601443370969,XBRUSD,fut,0.5250433888333358,0.6376650902271688,0.75,0.48,0.49,0.64,fin=0.05
trend+crack,1991-08-09,2024-03-28,32.5,0.06355027182865022,0.04604450118389547,0.19245464649634308,0.33020908035004376,0.41714444675555373,-0.47085763333101227,0.0977885839041421,-0.03175091787590509,1.883400573220884,0.509469696969697,3.8817506725476605,0.022422678838339535,0.44669037335524664,0.3687012903604355,0.966089290070749,XNGUSD,fut,0.2689994738776117,0.3914957130671442,0.19,0.4,0.13,0.75,fin=0.05
trend+crack,1990-08-23,2024-03-28,34.4,0.07590316276933569,0.07037001684211819,0.1255686497724608,0.6044754236577167,0.773249599063649,-0.24610340281024867,0.2859367893274319,-0.16002408623230138,3.54394903403837,0.5227055449330784,,,,,,PORT,fut,0.5294880204132247,0.6829641295845805,0.59,0.63,0.4,0.95,fin=0.05
trend+crack,1991-10-29,2024-03-28,32.4,0.09544811926983111,0.08658972484734928,0.15720980308876478,0.6071384697043263,0.7185166386207626,-0.28917823661515574,0.29943375359392843,-0.3472158196570225,3.4548767640383873,0.5240825688073395,7.599027055516096,0.0022797081166548287,0.6216264753204377,0.4855831917649696,0.9659313725490196,XTIUSD,fut,0.630524965078461,0.5836359505242942,0.5,0.9,0.38,0.63,fin=0.0
trend+crack,1990-08-23,2024-03-28,34.1,0.11646372332340711,0.10848205282701873,0.1640000360007702,0.7101444985223061,0.8749498488662626,-0.30766911168464084,0.3525932526441336,-0.0034759162226183278,4.146372505567723,0.5171580473658772,6.343310619167363,0.0022201587167085773,0.7236807362626991,0.4290795924690821,0.9663601443370969,XBRUSD,fut,0.6623943037720926,0.7582992589178656,0.9,0.6,0.63,0.73,fin=0.0
trend+crack,1991-08-09,2024-03-28,32.5,0.0820911999944421,0.065615868649463,0.19247357589746397,0.426506337878683,0.5400337519326736,-0.4092427035548084,0.16033485283794513,-0.016024901319899493,2.4326474620004954,0.511127971674254,3.8817506725476605,0.003881750672547661,0.44669037335524664,0.3687012903604355,0.966089290070749,XNGUSD,fut,0.3605011736268231,0.49259335881545846,0.29,0.48,0.25,0.83,fin=0.0
trend+crack,1990-08-23,2024-03-28,34.4,0.09713852985757998,0.09332646191977267,0.12564671816686848,0.7731083730223065,0.99118107721193,-0.22935393516316815,0.4069102274324523,-0.1394081574233678,4.532618803921496,0.5279770444763271,,,,,,PORT,fut,0.7042417161182796,0.8451984595482411,0.78,0.78,0.59,1.08,fin=0.0
trend+crack,1991-10-29,2024-03-28,32.4,0.08109281209604842,0.0708350200566994,0.1588061170482679,0.5106403556948684,0.6038335511774884,-0.31198414790657814,0.2270468564893577,-0.3520463236979421,2.9057613505032145,0.5192234488009136,7.598654123974288,0.014479070837745547,0.6015905019916082,0.4854622892093888,0.9658088235294118,XTIUSD,fut,0.5644575649093125,0.4562864535542914,0.43,0.83,0.21,0.55,lag=2
trend+crack,1990-08-23,2024-03-28,34.1,0.10268267681198115,0.0929534230027973,0.16600604158592752,0.6185478301332236,0.7588146524483707,-0.3234590422846465,0.28737308546470486,0.0002167278868114111,3.6115603536741516,0.5152391278159258,6.342929763628814,0.01281727175746931,0.6955172686777903,0.42898103024124884,0.9662437434524502,XBRUSD,fut,0.5738334515925821,0.6638268564279338,0.8,0.52,0.54,0.61,lag=2
trend+crack,1991-08-09,2024-03-28,32.5,0.06813158509487924,0.05049655859505142,0.1941080492189998,0.3509982474658261,0.43860491482553476,-0.43988690234063355,0.11479441266916511,-0.11723533760382093,2.001974929871352,0.511301932062129,3.88133097909751,0.013135285448927315,0.41864240449204854,0.3686311971576081,0.9659673090997805,XNGUSD,fut,0.27034749528612656,0.432111472825177,0.18,0.41,0.18,0.78,lag=2
trend+crack,1990-08-23,2024-03-28,34.4,0.08369311707006442,0.0785177017922678,0.12718960161952947,0.6580185487208388,0.8384181770259096,-0.25265212370216483,0.31077396319386263,-0.15024993253250224,3.857864371073305,0.5245607744711366,,,,,,PORT,fut,0.5935591032463591,0.7258002144896911,0.66,0.69,0.46,0.96,lag=2
trend+crack,1991-10-29,2024-03-28,32.4,0.08041602958579062,0.0698165484216593,0.16052592635466945,0.5009535307593722,0.5920676037618541,-0.3130020682830983,0.22305459131507374,-0.34397983813634875,2.8506391863562914,0.5185279187817259,7.595399094495076,0.014470353306603585,0.5909035736090286,0.48533990676673716,0.9656862745098039,XTIUSD,fut,0.546716717653182,0.45462008787152935,0.46,0.77,0.21,0.56,lag=3
trend+crack,1990-08-23,2024-03-28,34.1,0.09897055616695488,0.08864700068590925,0.16741496299200465,0.5911691189256572,0.7230630881400306,-0.3737889084190532,0.2371579217287193,-0.0221622882977915,3.4517022746139694,0.5140963855421686,6.340170151781076,0.012814314740811506,0.6675026350891384,0.4288809566819134,0.9661273425678035,XBRUSD,fut,0.5225831253272063,0.6602693027564739,0.78,0.45,0.52,0.65,lag=3
trend+crack,1991-08-09,2024-03-28,32.5,0.06815045966264237,0.05024834814051338,0.19540785624196585,0.3487600804455597,0.435121904723842,-0.4368263429877697,0.11503048968344896,-0.127669406721207,1.9892091844700892,0.5117453902500632,3.8808276887780915,0.013138421179406938,0.4159777223533853,0.3685627694049796,0.9658453281288119,XNGUSD,fut,0.26148448037530275,0.43687989914303915,0.18,0.39,0.2,0.79,lag=3
trend+crack,1990-08-23,2024-03-28,34.4,0.08233187127846017,0.07687632719619586,0.1284616221298055,0.6409063649785381,0.8150466731207836,-0.2617134348626641,0.2937423798535113,-0.13687465369293894,3.7575381962276038,0.5246234759741812,,,,,,PORT,fut,0.5592439739144722,0.7269416349765924,0.65,0.62,0.46,0.99,lag=3
trend+crack,1991-10-29,2024-03-28,32.4,0.08528662008141177,0.07561602890391694,0.15720891450780766,0.5425049867460033,0.6468054450468163,-0.3269270528220606,0.2312932755218429,-0.251829223205913,3.0870846876108677,0.5196650596295357,12.700536523640311,0.01612298928407016,0.644834217523502,0.489110443233485,0.9659313725490196,XTIUSD,fut,0.5327391444196338,0.5522193699418408,0.39,0.81,0.35,0.62,buffer=None
trend+crack,1990-08-23,2024-03-28,34.1,0.10896841741198655,0.1002592991749367,0.16376650772923956,0.6653889059669487,0.828089116919677,-0.3142295038562125,0.31906392603036443,0.09199190684581018,3.885054761322611,0.5101180438448567,10.780426151874194,0.014459000064971642,0.7534308064261667,0.43199428243438004,0.9663601443370969,XBRUSD,fut,0.6128435363446056,0.7182425518245288,0.84,0.55,0.56,0.76,buffer=None
trend+crack,1991-08-09,2024-03-28,32.5,0.07320961177362094,0.05622228058526946,0.1923317517579466,0.38064235938409546,0.4811896165744162,-0.44445103682814735,0.1264982549855284,-0.025096279875951002,2.171054887697791,0.5116161616161616,5.7065763363185855,0.015040488810179834,0.4588352415010474,0.370865543837526,0.966089290070749,XNGUSD,fut,0.30837236865511647,0.4526608407664559,0.26,0.41,0.18,0.85,buffer=None
trend+crack,1990-08-23,2024-03-28,34.4,0.08821999451079138,0.08364895908571723,0.1254587425616252,0.7031793297900926,0.9026206615818886,-0.23169021080339958,0.361037951476929,-0.10722922674423632,4.122635278512922,0.5258126195028681,,,,,,PORT,fut,0.6205724056145691,0.7892583296262365,0.7,0.7,0.51,1.09,buffer=None
trend+crack,1991-10-29,2024-03-28,32.4,0.07692031177950802,0.0666005371963796,0.1574147695820689,0.4886473612592322,0.5749291887157356,-0.29957224521288994,0.22231878373462188,-0.4939297778590032,2.7806118348016176,0.5176351179903578,5.242788134905904,0.013721724476434109,0.5756419600009535,0.4834092968083541,0.9659313725490196,XTIUSD,fut,0.5342134630865104,0.44310763878349485,0.41,0.79,0.25,0.47,buffer=0.25
trend+crack,1990-08-23,2024-03-28,34.1,0.09695547300737782,0.08685262227640922,0.1651756289294681,0.586984130986896,0.7157936683888348,-0.33020493908365567,0.26302641782837044,-0.10339415240185497,3.4272670801408447,0.5155384244760298,4.404889283457991,0.012095541033883331,0.6600229745850742,0.4271453635698512,0.9663601443370969,XBRUSD,fut,0.5399077751294681,0.6337697663565656,0.79,0.46,0.54,0.56,buffer=0.25
trend+crack,1991-08-09,2024-03-28,32.5,0.07173032918704747,0.0546288257060652,0.19246246381456064,0.37269776020409,0.4703674819051073,-0.4141223927011677,0.13191468674210421,-0.06657637996857381,2.12574158912414,0.5138888888888888,2.8329567431870184,0.012046459192723484,0.4352812538596281,0.3667758909271776,0.966089290070749,XNGUSD,fut,0.2758642657638632,0.4690490932257643,0.19,0.43,0.22,0.79,buffer=0.25
trend+crack,1990-08-23,2024-03-28,34.4,0.08147690588733453,0.07625714368418213,0.1262483035486493,0.6453703027853972,0.8225281098992414,-0.2546221201710227,0.2994914331597046,-0.1995342594423834,3.783709596187751,0.5239005736137667,,,,,,PORT,fut,0.5685519128564274,0.7249762191584156,0.65,0.66,0.48,0.91,buffer=0.25
trend+crack,1991-10-29,2024-03-28,32.4,0.13937585523833576,0.11063389045105954,0.2616528401723989,0.5326747271174401,0.6314697566830758,-0.45020557818010043,0.2457408255541461,-0.3492556889983148,3.031146318902775,0.5208069018015732,12.626410198944013,0.024124024873456423,0.6246439987042941,0.8087487279675342,0.9659313725490196,XTIUSD,fut,0.54854974637583,0.5167338433902544,0.42,0.82,0.3,0.58,target_vol=0.25
trend+crack,1990-08-23,2024-03-28,34.1,0.17633507622643432,0.1490303792320502,0.2732051204362297,0.645431081031271,0.7952442277337226,-0.49729318655082266,0.299683131123735,-0.014991129630183456,3.768525552469452,0.5144543483497952,10.567326005504226,0.02137073189668715,0.7234187880407265,0.7149979592290369,0.9663601443370969,XBRUSD,fut,0.5932319028275833,0.6980043733297732,0.83,0.54,0.56,0.68,target_vol=0.25
trend+crack,1991-08-09,2024-03-28,32.5,0.1213678931859103,0.0723203711836733,0.32077204742703264,0.37836181225709314,0.4785768665328844,-0.6481770671910232,0.11157502300580449,-0.023887260923364604,2.1580474205448583,0.5103535353535353,6.469584454246101,0.02192035792573933,0.44669037335524653,0.6145021506007259,0.966089290070749,XNGUSD,fut,0.31475494634322393,0.44204792636613827,0.24,0.44,0.19,0.79,target_vol=0.25
trend+crack,1990-08-23,2024-03-28,34.4,0.14436411102312097,0.1302163876105149,0.20925196089781467,0.689905654425954,0.884019374186516,-0.36780979718491214,0.3540318626832284,-0.14536414896166777,4.044813704394608,0.5255736137667304,,,,,,PORT,fut,0.6187086029382708,0.7643866391532641,0.69,0.71,0.5,1.01,target_vol=0.25
