name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start,tilt,w,corr_tilt_vs_trend_port
trend+1.0xseasonal_wf_N10_sign,1991-10-29,2024-03-28,32.2,0.07844290570891278,0.050836366541349154,0.23966781344090127,0.3272984577391144,0.3949525291089284,-0.6646048071996327,0.07649112072413738,-0.37973598788839275,1.8570963074717606,0.5168940456457988,9.407892403419282,0.02211475261740846,0.41944855025704236,0.7643218939436185,0.966720078885739,XTIUSD,fut,0.6169074587157893,0.009882296584148577,0.27,0.86,-0.14,-0.16,G_overlay,1,1.0,,seasonal_wf_N10_sign,1.0,0.1084705527525865
trend+1.0xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.3,0.10504232958699784,0.07948816443274143,0.23885232325253647,0.43977939237349395,0.5525898359022446,-0.565626214116224,0.140531259777165,0.033401307148651464,2.5381605338972166,0.5114475627769571,8.179209078177632,0.019230574240887026,0.5201004347323231,0.6494465556095544,0.9678341672623302,XBRUSD,fut,0.512569086395894,0.367433657026978,0.74,0.44,0.36,0.04,G_overlay,1,1.0,,seasonal_wf_N10_sign,1.0,0.1084705527525865
trend+1.0xseasonal_wf_N10_sign,1991-08-09,2024-03-28,32.4,0.05507236560566779,0.02572193313183435,0.2435147198465565,0.22615620788907542,0.2783858987948554,-0.6455879599667809,0.03984264689997919,0.03657584714156441,1.2866097897485402,0.5090032969819934,6.834047972724891,0.01842052504478039,0.3017839730839287,0.4581325634002875,0.9668955370279548,XNGUSD,fut,0.2513470258422759,0.20579617119068197,0.27,0.36,0.05,0.25,G_overlay,1,1.0,,seasonal_wf_N10_sign,1.0,0.1084705527525865
trend+1.0xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.6,0.07861723120541766,0.06468534068942278,0.17839469350977558,0.4406926554746968,0.5669713759086253,-0.5194094202393198,0.12453632562077671,-0.12470948199540484,2.552807278489498,0.521085441877521,,,,,,PORT,fut,0.6140380440342683,0.2580507584224633,0.59,0.7,0.15,0.11,G_overlay,1,1.0,,seasonal_wf_N10_sign,1.0,0.1084705527525865
trend+1.0xseasonal_wf_N10_sign,1991-10-29,2024-03-28,32.2,0.07368926100997401,0.04545835115534458,0.24113198237892952,0.30559720980593197,0.36573919627807516,-0.7209773380011036,0.06305101250668574,-0.4492687042957078,1.7339631045760537,0.5175975516449886,9.406725599262973,0.022118513103356958,0.3972402900180533,0.7643056011774798,0.9665968199186491,XTIUSD,fut,0.6064285268754953,-0.02186297399290247,0.31,0.8,-0.19,-0.08,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,1.0,
trend+1.0xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.3,0.10662591502369122,0.08041685915112251,0.24185990348325764,0.44085817238851344,0.5514525471380296,-0.5750420164585621,0.13984518843749116,0.05108802538207072,2.5443866484136377,0.5128647051581928,8.178505703099079,0.019227172961796955,0.5202049623723696,0.6494378604738225,0.9677150345484871,XBRUSD,fut,0.4873946052624658,0.395294155845218,0.75,0.38,0.38,0.2,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,1.0,
trend+1.0xseasonal_wf_N10_sign,1991-08-09,2024-03-28,32.4,0.05984794908237245,0.030191116103661875,0.24524477402084066,0.24403353474633724,0.30068913545006193,-0.6391156507005034,0.04723889341556708,0.024834030410500415,1.3883144653078736,0.5076727964489537,6.833890974003722,0.018407459190330207,0.31905905280463903,0.4581012055694921,0.9667729279058362,XNGUSD,fut,0.25530163521955684,0.23533780167081259,0.23,0.41,0.08,0.25,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,1.0,
trend+1.0xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.6,0.07939125706300328,0.06510381600209425,0.18052719938890768,0.43977449011421044,0.5655580531877533,-0.5073174555660684,0.1283295405821409,-0.09931829353487524,2.5474886075609304,0.5201711491442543,,,,,,PORT,fut,0.6000226710787208,0.27178031354039683,0.6,0.67,0.15,0.21,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,1.0,
trend+1.0xseasonal_wf_N10_sign,1991-10-29,2024-03-28,32.2,0.075620537987887,0.04787699465250417,0.23965876176361753,0.31553420968799695,0.3809200494892914,-0.6760054958792696,0.0708233807925353,-0.3804679838994444,1.790345789406911,0.5157465255641974,9.407892403419282,0.02493712033843424,0.41944855025704236,0.7643218939436185,0.966720078885739,XTIUSD,fut,0.6063246494766612,-0.0032206211567864062,0.26,0.86,-0.15,-0.18,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,1.0,
trend+1.0xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.3,0.10217960640963568,0.0764044224692273,0.2388451695021382,0.4278068785005131,0.5375817430056435,-0.5684157526822702,0.1344164409742096,0.03245291564460351,2.4690618841402743,0.5110782865583456,8.179209078177632,0.022093297418249197,0.5201004347323231,0.6494465556095544,0.9678341672623302,XBRUSD,fut,0.5014450750976539,0.3546107563472642,0.73,0.43,0.35,0.02,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,1.0,
